name,team,min,uast,ts
Dirk Nowitzki,DAL,29.6,0.285,0.56
Donald Sloan,IND,20.9,0.731,0.503
Donatas Motiejunas,HOU,28.7,0.351,0.553
Dorell Wright,POR,12.3,0.278,0.525
Draymond Green,GSW,31.5,0.177,0.54
Drew Gooden,WAS,16.9,0.282,0.469
Dwight Howard,HOU,29.8,0.386,0.596
Dwyane Wade,MIA,31.8,0.65,0.534
Ed Davis,LAL,23.3,0.348,0.594
Elfrid Payton,ORL,30.4,0.794,0.456
Elijah Millsap,UTA,19.7,0.444,0.45
Elton Brand,ATL,13.5,0.167,0.457
Enes Kanter,OKC,28.5,0.456,0.564
Eric Bledsoe,PHX,34.6,0.718,0.555
Eric Gordon,NOP,33.1,0.351,0.544
Ersan Ilyasova,MIL,22.7,0.213,0.554
Evan Fournier,ORL,28.6,0.443,0.546
Evan Turner,BOS,27.6,0.697,0.482
Festus Ezeli,GSW,10.9,0.368,0.58
Furkan Aldemir,PHI,13.2,0.55,0.517
Garrett Temple,WAS,14.1,0.309,0.534
Gary Harris,DEN,13.1,0.364,0.395
Gary Neal,MIN,22.1,0.569,0.483
George Hill,IND,29.5,0.631,0.579
Gerald Green,PHX,19.5,0.466,0.532
Gerald Henderson,CHA,28.9,0.43,0.514
Giannis Antetokounmpo,MIL,31.4,0.475,0.552
Glen Davis,LAC,12.2,0.239,0.495
Goran Dragic,MIA,33.8,0.55,0.577
Gordon Hayward,UTA,34.4,0.562,0.567
Gorgui Dieng,MIN,30.0,0.367,0.573
Greg Monroe,DET,31.0,0.501,0.549
Greivis Vasquez,TOR,24.3,0.416,0.514
Harrison Barnes,GSW,28.3,0.288,0.573
Hassan Whiteside,MIA,23.8,0.412,0.619
Hedo Turkoglu,LAC,11.4,0.181,0.602
Henry Sims,PHI,19.2,0.286,0.521
Hollis Thompson,PHI,25.0,0.17,0.538
Ian Mahinmi,IND,18.8,0.393,0.516
Iman Shumpert,CLE,24.9,0.352,0.497
Isaiah Canaan,PHI,20.0,0.596,0.534
Isaiah Thomas,BOS,25.8,0.576,0.58
Ish Smith,PHI,15.1,0.734,0.431
J.J. Barea,DAL,17.7,0.729,0.502
JJ Hickson,DEN,19.3,0.33,0.504
JJ Redick,LAC,30.9,0.081,0.622
JR Smith,CLE,29.7,0.397,0.538
JaKarr Sampson,PHI,15.3,0.425,0.498
Jae Crowder,BOS,20.1,0.245,0.517
Jamal Crawford,LAC,26.6,0.524,0.532
Jameer Nelson,DEN,22.3,0.615,0.503
James Ennis III,MIA,17.0,0.297,0.541
James Harden,HOU,36.8,0.722,0.605
James Johnson,TOR,19.6,0.517,0.617
James Jones,CLE,11.7,0.041,0.565
James Young,BOS,10.7,0.111,0.457
Jared Dudley,MIL,23.8,0.136,0.572
Jared Sullinger,BOS,27.0,0.402,0.503
Jarrett Jack,BKN,28.0,0.735,0.522
Jason Maxiell,CHA,14.4,0.247,0.455
Jason Smith,NYK,21.8,0.257,0.497
Jason Terry,HOU,21.3,0.218,0.579
Jason Thompson,SAC,24.6,0.333,0.5
Jeff Green,MEM,31.5,0.418,0.534
Jeff Teague,ATL,30.5,0.721,0.566
Jerami Grant,PHI,21.2,0.242,0.47
Jeremy Lamb,OKC,13.5,0.471,0.538
Jeremy Lin,LAL,25.8,0.635,0.539
Jerryd Bayless,MIL,22.3,0.5,0.519
Jimmer Fredette,NOP,10.2,0.571,0.479
Jimmy Butler,CHI,38.7,0.371,0.583
Joakim Noah,CHI,30.6,0.363,0.482
Jodie Meeks,DET,24.4,0.126,0.548
Joe Ingles,UTA,21.2,0.395,0.533
Joe Johnson,BKN,34.9,0.59,0.523
Joel Freeland,POR,12.8,0.311,0.522
Joey Dorsey,HOU,12.4,0.25,0.507
John Henson,MIL,18.3,0.235,0.578
John Wall,WAS,35.9,0.744,0.523
Johnny O'Bryant III,MIL,10.8,0.25,0.379
Jon Leuer,MEM,13.1,0.207,0.478
Jonas Jerebko,BOS,16.4,0.213,0.549
Jonas Valanciunas,TOR,26.2,0.466,0.623
Jordan Clarkson,LAL,25.0,0.655,0.528
Jordan Farmar,LAC,14.7,0.475,0.513
Jordan Hill,LAL,26.8,0.384,0.494
Jose Calderon,NYK,30.2,0.327,0.519
Josh Smith,HOU,27.7,0.355,0.467
Jrue Holiday,NOP,32.6,0.756,0.522
Justin Hamilton,MIN,17.4,0.224,0.551
Justin Holiday,GSW,11.1,0.176,0.498
Jusuf Nurkic,DEN,17.8,0.327,0.483
KJ McDaniels,HOU,21.8,0.366,0.494
Kawhi Leonard,SAS,31.8,0.462,0.567
Kelly Olynyk,BOS,22.2,0.283,0.558
Kemba Walker,CHA,34.2,0.651,0.486
Kendrick Perkins,CLE,16.9,0.324,0.467
Kenneth Faried,DEN,27.8,0.359,0.548
Kent Bazemore,ATL,17.6,0.27,0.52
Kentavious Caldwell-Pope,DET,31.5,0.292,0.501
Kevin Garnett,MIN,20.3,0.21,0.496
Kevin Love,CLE,33.8,0.206,0.562
Kevin Martin,MIN,33.4,0.367,0.549
Kevin Seraphin,WAS,15.6,0.407,0.535
Khris Middleton,MIL,30.1,0.3,0.563
Kirk Hinrich,CHI,24.4,0.352,0.468
Klay Thompson,GSW,31.9,0.304,0.591
Kobe Bryant,LAL,34.5,0.684,0.477
Kosta Koufos,MEM,16.6,0.247,0.53
Kostas Papanikolaou,HOU,18.5,0.217,0.444
Kris Humphries,WAS,21.0,0.209,0.512
Kyle Anderson,SAS,10.9,0.581,0.389
Kyle Korver,ATL,32.2,0.048,0.699
Kyle Lowry,TOR,34.5,0.642,0.527
Kyle O'Quinn,ORL,16.2,0.336,0.55
Kyle Singler,OKC,21.8,0.192,0.512
Kyrie Irving,CLE,36.4,0.675,0.583
LaMarcus Aldridge,POR,35.4,0.507,0.528
Lance Stephenson,CHA,25.8,0.671,0.419
Lance Thomas,NYK,24.0,0.341,0.456
Langston Galloway,NYK,32.4,0.446,0.489
Lavoy Allen,IND,17.0,0.326,0.493
LeBron James,CLE,36.1,0.655,0.577
Leandro Barbosa,GSW,14.9,0.301,0.558
Lou Amundson,NYK,17.7,0.33,0.442
Lou Williams,TOR,25.2,0.603,0.564
Luc Mbah a Moute,PHI,28.6,0.287,0.466
Luis Scola,IND,20.5,0.35,0.515
Luke Babbitt,NOP,13.2,0.174,0.639
Luke Ridnour,ORL,14.5,0.68,0.507
Luol Deng,MIA,33.6,0.325,0.561
Manu Ginobili,SAS,22.7,0.422,0.544
Marc Gasol,MEM,33.2,0.372,0.558
Marcin Gortat,WAS,29.9,0.232,0.587
Marco Belinelli,SAS,22.4,0.241,0.553
Marcus Morris,PHX,25.2,0.402,0.52
Marcus Smart,BOS,27.0,0.343,0.491
Marcus Thornton,PHX,15.0,0.364,0.514
Mario Chalmers,MIA,29.6,0.476,0.521
Markel Brown,BKN,16.6,0.342,0.459
Markieff Morris,PHX,31.5,0.426,0.523
Marreese Speights,GSW,15.9,0.22,0.546
Martell Webster,WAS,11.0,0.417,0.445
Marvin Williams,CHA,26.1,0.148,0.541
Mason Plumlee,BKN,21.3,0.318,0.57
Matt Barnes,LAC,29.9,0.148,0.574
Matt Bonner,SAS,13.0,0.191,0.536
Matthew Dellavedova,CLE,20.6,0.324,0.493
Maurice Harkless,ORL,15.0,0.317,0.449
Meyers Leonard,POR,15.4,0.152,0.631
Michael Carter-Williams,MIL,32.6,0.725,0.461
Michael Kidd-Gilchrist,CHA,28.9,0.286,0.519
Mike Conley,MEM,31.8,0.628,0.558
Mike Dunleavy,CHI,29.2,0.134,0.573
Mike Miller,CLE,13.5,0.108,0.471
Mike Muscala,ATL,12.6,0.241,0.608
Mike Scott,ATL,16.5,0.08,0.543
Miles Plumlee,MIL,16.4,0.346,0.536
Mirza Teletovic,BKN,22.3,0.189,0.5
Mitch McGary,OKC,15.2,0.261,0.55
Mo Williams,CHA,29.1,0.616,0.512
Monta Ellis,DAL,33.7,0.63,0.509
Nate Robinson,DEN,14.1,0.568,0.432
Nene,WAS,25.3,0.3,0.534
Nerlens Noel,PHI,30.8,0.328,0.493
Nick Calathes,MEM,14.4,0.519,0.455
Nick Collison,OKC,16.7,0.264,0.485
Nick Young,LAL,23.8,0.546,0.52
Nicolas Batum,POR,33.5,0.35,0.516
Nik Stauskas,SAC,15.4,0.333,0.492
Nikola Mirotic,CHI,20.2,0.312,0.556
Nikola Pekovic,MIN,26.3,0.353,0.502
Nikola Vucevic,ORL,34.2,0.344,0.548
Norris Cole,NOP,24.4,0.496,0.483
O.J. Mayo,MIL,23.9,0.277,0.529
Omer Asik,NOP,26.1,0.31,0.545
Omri Casspi,SAC,21.1,0.292,0.58
Otto Porter Jr.,WAS,19.4,0.205,0.523
PJ Hairston,CHA,15.3,0.23,0.446
PJ Tucker,PHX,30.6,0.444,0.541
Pablo Prigioni,HOU,17.9,0.319,0.557
Patrick Beverley,HOU,30.8,0.353,0.509
Patrick Patterson,TOR,26.6,0.262,0.568
Patty Mills,SAS,15.7,0.32,0.496
Pau Gasol,CHI,34.4,0.381,0.55
Paul Millsap,ATL,32.7,0.348,0.565
Paul Pierce,WAS,26.2,0.256,0.58
Pero Antic,ATL,16.5,0.148,0.508
Perry Jones III,OKC,14.7,0.301,0.459
Phil Pressey,BOS,12.0,0.766,0.453
Quincy Acy,NYK,18.9,0.243,0.533
Quincy Pondexter,NOP,23.9,0.234,0.55
Rajon Rondo,DAL,29.7,0.687,0.448
Ramon Sessions,WAS,18.6,0.504,0.49
Randy Foye,DEN,21.7,0.385,0.51
Rasual Butler,WAS,20.1,0.206,0.531
Ray McCallum,SAC,21.1,0.573,0.496
Reggie Evans,SAC,16.3,0.397,0.49
Reggie Jackson,DET,29.5,0.808,0.511
Richard Jefferson,DAL,16.8,0.264,0.577
Robbie Hummel,MIN,16.5,0.165,0.536
Robert Covington,PHI,27.9,0.234,0.554
Robert Sacre,LAL,16.9,0.317,0.449
Robin Lopez,POR,27.8,0.295,0.574
Rodney Hood,UTA,21.3,0.465,0.529
Rodney Stuckey,IND,26.4,0.542,0.528
Ronnie Price,LAL,22.8,0.494,0.455
Roy Hibbert,IND,25.3,0.397,0.501
Rudy Gay,SAC,35.4,0.622,0.556
Rudy Gobert,UTA,26.3,0.403,0.627
Russell Westbrook,OKC,34.4,0.77,0.536
Ryan Anderson,NOP,27.5,0.385,0.524
Ryan Kelly,LAL,23.7,0.192,0.473
Samuel Dalembert,NYK,17.0,0.333,0.461
Serge Ibaka,OKC,33.1,0.209,0.549
Sergey Karasev,BKN,16.8,0.185,0.508
Shabazz Muhammad,MIN,22.8,0.33,0.556
Shabazz Napier,MIA,19.8,0.517,0.517
Shane Larkin,NYK,24.5,0.465,0.504
Shaun Livingston,GSW,18.8,0.54,0.529
Shawn Marion,CLE,19.3,0.21,0.489
Shawne Williams,DET,17.2,0.182,0.537
Shelvin Mack,ATL,15.1,0.436,0.489
Solomon Hill,IND,29.0,0.482,0.507
Spencer Dinwiddie,DET,13.4,0.863,0.394
Spencer Hawes,LAC,17.5,0.16,0.478
Stephen Curry,GSW,32.7,0.556,0.638
Steve Blake,POR,18.9,0.402,0.507
Steven Adams,OKC,25.3,0.35,0.549
TJ Warren,PHX,15.4,0.363,0.551
Taj Gibson,CHI,27.3,0.283,0.545
Tarik Black,LAL,19.0,0.357,0.583
Tayshaun Prince,DET,24.1,0.339,0.504
Terrence Jones,HOU,27.0,0.367,0.567
Terrence Ross,TOR,25.5,0.256,0.519
Thabo Sefolosha,ATL,18.8,0.25,0.506
Thaddeus Young,BKN,32.0,0.412,0.507
Thomas Robinson,PHI,14.8,0.437,0.502
Tiago Splitter,SAS,19.8,0.308,0.601
Tim Duncan,SAS,28.9,0.26,0.56
Tim Hardaway Jr.,NYK,24.0,0.319,0.512
Timofey Mozgov,CLE,25.3,0.242,0.594
Tobias Harris,ORL,34.8,0.362,0.551
Tony Allen,MEM,26.2,0.387,0.528
Tony Parker,SAS,28.7,0.691,0.539
Tony Snell,CHI,19.6,0.283,0.55
Travis Wear,NYK,13.2,0.464,0.451
Trevor Ariza,HOU,35.7,0.232,0.539
Trevor Booker,UTA,19.8,0.385,0.536
Trey Burke,UTA,30.1,0.559,0.455
Tristan Thompson,CLE,26.8,0.285,0.58
Ty Lawson,DEN,35.5,0.772,0.526
Tyler Ennis,MIL,12.5,0.596,0.411
Tyler Hansbrough,TOR,14.3,0.233,0.597
Tyler Johnson,MIA,18.8,0.429,0.506
Tyler Zeller,BOS,21.1,0.209,0.594
Tyreke Evans,NOP,34.0,0.689,0.508
Tyson Chandler,DAL,30.5,0.273,0.697
Udonis Haslem,MIA,16.0,0.299,0.488
Victor Oladipo,ORL,35.7,0.611,0.527
Vince Carter,MEM,16.5,0.407,0.445
Wayne Ellington,LAL,25.8,0.382,0.504
Wesley Johnson,LAL,29.5,0.262,0.509
Wesley Matthews,POR,33.7,0.332,0.586
Will Barton,DEN,17.0,0.493,0.503
Willie Green,ORL,18.3,0.441,0.477
Wilson Chandler,DEN,31.7,0.388,0.523
Zach LaVine,MIN,24.7,0.563,0.515
Zach Randolph,MEM,32.4,0.518,0.538
Zaza Pachulia,MIL,23.7,0.258,0.506
