name,team,min,uast,ts
Paul Pierce,BOS,35.9,0.521,0.599
Peja Stojakovic,NOH,35.2,0.186,0.581
Quentin Richardson,NYK,28.3,0.352,0.444
Quincy Douby,SAC,11.8,0.652,0.495
Quinton Ross,LAC,19.8,0.206,0.43
Rafer Alston,HOU,34.1,0.536,0.492
Raja Bell,PHX,35.3,0.12,0.561
Rajon Rondo,BOS,29.9,0.584,0.515
Randy Foye,MIN,32.3,0.621,0.52
Rashad McCants,MIN,26.9,0.549,0.55
Rashard Lewis,ORL,38.0,0.349,0.591
Rasheed Wallace,DET,30.5,0.306,0.523
Rasho Nesterovic,TOR,20.9,0.23,0.565
Rasual Butler,NOH,17.2,0.132,0.46
Ray Allen,BOS,35.9,0.353,0.584
Raymond Felton,CHA,37.6,0.745,0.5
Reggie Evans,PHI,23.2,0.349,0.463
Renaldo Balkman,NYK,14.6,0.407,0.492
Richard Hamilton,DET,33.7,0.313,0.552
Richard Jefferson,NJN,39.0,0.234,0.571
Ricky Davis,MIA,36.1,0.357,0.534
Robert Horry,SAS,12.9,0.105,0.426
Rodney Carney,PHI,14.8,0.323,0.478
Rodney Stuckey,DET,19.0,0.686,0.484
Roger Mason Jr.,WAS,21.3,0.421,0.573
Ronnie Brewer,UTA,27.5,0.274,0.612
Ronny Turiaf,LAL,18.7,0.186,0.539
Royal Ivey,MIL,19.2,0.282,0.487
Rudy Gay,MEM,37.0,0.582,0.546
Ryan Bowen,NOH,12.4,0.163,0.505
Ryan Gomes,MIN,29.7,0.293,0.539
Salim Stoudamire,ATL,11.5,0.292,0.495
Sam Cassell,BOS,23.2,0.639,0.517
Samuel Dalembert,PHI,33.2,0.336,0.556
Sasha Pavlovic,CLE,23.3,0.39,0.434
Sasha Vujacic,LAL,17.8,0.119,0.605
Sean Williams,NJN,17.5,0.189,0.563
Sebastian Telfair,MIN,32.2,0.664,0.462
Shane Battier,HOU,36.3,0.242,0.561
Shaquille O'Neal,PHX,28.7,0.399,0.589
Shawn Marion,MIA,36.7,0.19,0.57
Shawne Williams,IND,14.9,0.352,0.522
Shelden Williams,SAC,12.1,0.391,0.494
Spencer Hawes,SAC,13.1,0.397,0.486
Stephen Jackson,GSW,39.1,0.504,0.536
Steve Blake,POR,29.9,0.414,0.518
Steve Nash,PHX,34.3,0.777,0.641
Stromile Swift,NJN,15.1,0.281,0.548
T.J. Ford,TOR,23.5,0.829,0.533
Tayshaun Prince,DET,32.9,0.411,0.516
Thabo Sefolosha,CHI,20.8,0.322,0.497
Thaddeus Young,PHI,21.0,0.341,0.57
Tim Duncan,SAS,34.0,0.491,0.546
Tim Thomas,LAC,30.8,0.254,0.505
Tony Allen,BOS,18.3,0.456,0.527
Tony Parker,SAS,33.5,0.746,0.542
Tracy McGrady,HOU,37.0,0.555,0.487
Travis Diener,IND,20.5,0.503,0.494
Travis Outlaw,POR,26.7,0.376,0.499
Trenton Hassell,NJN,12.3,0.246,0.441
Trevor Ariza,LAL,15.6,0.246,0.568
Troy Murphy,IND,28.1,0.244,0.573
Tyronn Lue,DAL,14.7,0.602,0.543
Tyrus Thomas,CHI,18.0,0.344,0.486
Tyson Chandler,NOH,35.2,0.39,0.632
Udonis Haslem,MIA,36.8,0.236,0.517
Vince Carter,NJN,38.9,0.487,0.55
Vladimir Radmanovic,LAL,22.8,0.162,0.583
Wally Szczerbiak,CLE,23.1,0.257,0.539
Willie Green,PHI,26.6,0.375,0.492
Wilson Chandler,NYK,19.6,0.538,0.48
Yao Ming,HOU,37.2,0.391,0.587
Yi Jianlian,MIL,24.9,0.228,0.485
Zach Randolph,NYK,32.5,0.498,0.513
Zaza Pachulia,ATL,15.2,0.374,0.515
Zydrunas Ilgauskas,CLE,30.4,0.422,0.522
