name,team,min,uast,ts
Charlie Villanueva,DET,15.8,0.24,0.481
Chris Andersen,MIA,14.9,0.197,0.631
Chris Bosh,MIA,33.2,0.233,0.592
Chris Copeland,NYK,15.4,0.341,0.583
Chris Duhon,LAL,17.8,0.213,0.517
Chris Kaman,DAL,20.7,0.345,0.529
Chris Paul,LAC,33.4,0.777,0.594
Chris Singleton,WAS,16.2,0.402,0.425
Chris Wilcox,BOS,13.6,0.264,0.725
Chuck Hayes,SAC,16.3,0.429,0.469
Corey Brewer,DEN,24.4,0.197,0.506
Courtney Lee,BOS,24.9,0.378,0.545
D.J. Augustin,IND,16.1,0.359,0.527
Dahntay Jones,ATL,13.0,0.463,0.482
Damian Lillard,POR,38.6,0.664,0.546
Damien Wilkins,PHI,18.0,0.338,0.533
Daniel Gibson,CLE,20.0,0.167,0.475
Danilo Gallinari,DEN,32.5,0.365,0.561
Danny Green,SAS,27.5,0.141,0.6
Dante Cunningham,MIN,25.1,0.153,0.485
Darius Miller,NOH,13.3,0.182,0.529
Darius Morris,LAL,14.2,0.384,0.475
Darrell Arthur,MEM,16.4,0.167,0.477
Darren Collison,DAL,29.3,0.625,0.575
David Lee,GSW,36.8,0.317,0.561
David West,IND,33.4,0.367,0.545
DeAndre Jordan,LAC,24.5,0.328,0.606
DeJuan Blair,SAS,14.0,0.211,0.543
DeMar DeRozan,TOR,36.7,0.451,0.523
DeMarcus Cousins,SAC,30.5,0.51,0.524
DeMarre Carroll,UTA,16.8,0.289,0.535
DeQuan Jones,ORL,12.7,0.263,0.485
DeShawn Stevenson,ATL,20.7,0.112,0.522
Derek Fisher,OKC,17.4,0.291,0.492
Deron Williams,BKN,36.4,0.541,0.574
Derrick Favors,UTA,23.2,0.394,0.533
Derrick Williams,MIN,24.6,0.219,0.515
Devin Harris,ATL,24.5,0.505,0.565
Dion Waiters,CLE,28.8,0.604,0.492
Dirk Nowitzki,DAL,31.3,0.338,0.564
Donatas Motiejunas,HOU,12.2,0.165,0.531
Dorell Wright,PHI,22.6,0.194,0.551
Doron Lamb,ORL,12.3,0.267,0.433
Draymond Green,GSW,13.4,0.345,0.404
Dwight Howard,LAL,35.8,0.302,0.573
Dwyane Wade,MIA,34.6,0.564,0.571
E'Twaun Moore,ORL,22.4,0.473,0.471
Earl Clark,LAL,23.1,0.194,0.51
Earl Watson,UTA,17.3,0.514,0.366
Ed Davis,MEM,20.1,0.304,0.561
Ekpe Udoh,MIL,17.3,0.385,0.503
Elton Brand,DAL,21.2,0.283,0.499
Emeka Okafor,WAS,26.0,0.32,0.496
Enes Kanter,UTA,15.4,0.466,0.588
Eric Bledsoe,LAC,20.4,0.609,0.513
Eric Gordon,NOH,30.1,0.562,0.523
Eric Maynor,POR,15.0,0.547,0.472
Ersan Ilyasova,MIL,27.6,0.199,0.552
Evan Fournier,DEN,11.3,0.373,0.597
Evan Turner,PHI,35.3,0.556,0.478
Festus Ezeli,GSW,14.4,0.419,0.467
Francisco Garcia,HOU,17.7,0.102,0.519
Garrett Temple,WAS,22.7,0.286,0.478
Gary Neal,SAS,21.8,0.362,0.512
George Hill,IND,34.5,0.552,0.558
Gerald Green,IND,18.0,0.368,0.465
Gerald Henderson,CHA,31.4,0.458,0.531
Gerald Wallace,BKN,30.1,0.286,0.49
Glen Davis,ORL,31.3,0.379,0.483
Goran Dragic,PHX,33.5,0.641,0.54
Gordon Hayward,UTA,29.2,0.313,0.564
Greg Monroe,DET,33.2,0.479,0.527
Greg Smith,HOU,15.9,0.247,0.636
Greg Stiemsma,MIN,15.9,0.087,0.498
Greivis Vasquez,NOH,34.4,0.724,0.502
Gustavo Ayon,MIL,13.4,0.25,0.54
Harrison Barnes,GSW,25.4,0.366,0.526
Hasheem Thabeet,OKC,11.7,0.344,0.619
Ian Mahinmi,IND,16.5,0.302,0.497
Iman Shumpert,NYK,22.1,0.358,0.516
Isaiah Thomas,SAC,26.9,0.541,0.574
Ivan Johnson,ATL,15.0,0.341,0.546
J.J. Barea,MIN,23.1,0.693,0.51
JJ Hickson,POR,29.0,0.328,0.591
JJ Redick,MIL,30.5,0.217,0.571
JR Smith,NYK,33.5,0.639,0.522
JaVale McGee,DEN,18.1,0.31,0.589
Jae Crowder,DAL,17.3,0.213,0.491
Jamaal Tinsley,UTA,18.5,0.453,0.467
Jamal Crawford,LAC,29.3,0.434,0.558
Jameer Nelson,ORL,35.3,0.67,0.498
James Anderson,HOU,10.3,0.346,0.539
James Harden,HOU,38.3,0.687,0.6
James Johnson,SAC,16.3,0.521,0.442
Jan Vesely,WAS,11.8,0.14,0.48
Jannero Pargo,CHA,15.9,0.449,0.475
Jared Dudley,PHX,27.5,0.141,0.582
Jared Sullinger,BOS,19.8,0.441,0.534
Jarrett Jack,GSW,29.7,0.682,0.542
Jason Collins,WAS,10.1,0.222,0.476
Jason Kidd,NYK,26.9,0.27,0.532
Jason Maxiell,DET,24.8,0.25,0.478
Jason Richardson,PHI,28.4,0.237,0.495
Jason Smith,NOH,17.2,0.15,0.544
Jason Terry,BOS,26.9,0.231,0.566
Jason Thompson,SAC,27.9,0.321,0.533
Jeff Adrien,CHA,13.7,0.361,0.493
Jeff Green,BOS,27.8,0.418,0.561
Jeff Teague,ATL,32.9,0.692,0.543
Jeffery Taylor,CHA,19.6,0.227,0.531
Jeremy Lin,HOU,32.2,0.606,0.538
Jeremy Pargo,PHI,16.8,0.596,0.478
Jermaine O'Neal,PHX,18.7,0.48,0.538
Jerry Stackhouse,BKN,14.7,0.288,0.5
Jerryd Bayless,MEM,22.1,0.454,0.514
Jimmer Fredette,SAC,14.0,0.506,0.546
Jimmy Butler,CHI,26.0,0.305,0.574
Joakim Noah,CHI,36.8,0.36,0.534
Jodie Meeks,LAL,21.3,0.205,0.54
Joe Johnson,BKN,36.7,0.517,0.521
Johan Petro,ATL,11.3,0.146,0.468
John Henson,MIL,13.1,0.389,0.497
John Jenkins,ATL,14.8,0.252,0.576
John Lucas III,TOR,13.1,0.574,0.483
John Salmons,SAC,30.0,0.34,0.509
John Wall,WAS,32.7,0.731,0.521
Jonas Jerebko,DET,18.2,0.218,0.531
Jonas Valanciunas,TOR,23.9,0.422,0.619
Jordan Crawford,BOS,24.4,0.605,0.512
Jose Calderon,DET,29.6,0.429,0.616
Josh McRoberts,CHA,22.2,0.244,0.527
Josh Smith,ATL,35.3,0.36,0.501
Jrue Holiday,PHI,37.5,0.712,0.496
Kawhi Leonard,SAS,31.2,0.346,0.592
Keith Bogans,BKN,19.0,0.111,0.533
Kemba Walker,CHA,34.9,0.644,0.517
Kendall Marshall,PHX,14.6,0.446,0.455
Kendrick Perkins,OKC,25.1,0.294,0.479
Kenneth Faried,DEN,28.1,0.326,0.573
Kevin Durant,OKC,38.5,0.484,0.647
Kevin Garnett,BOS,29.7,0.232,0.535
Kevin Jones,CLE,10.4,0.256,0.418
Kevin Martin,OKC,27.7,0.263,0.608
Kevin Seraphin,WAS,21.8,0.336,0.478
Kirk Hinrich,CHI,29.4,0.44,0.493
Klay Thompson,GSW,35.8,0.167,0.533
Kobe Bryant,LAL,38.6,0.668,0.57
Kosta Koufos,DEN,22.4,0.251,0.585
Kris Humphries,BKN,18.3,0.266,0.515
Kurt Thomas,NYK,10.1,0.111,0.547
Kyle Korver,ATL,30.5,0.036,0.637
Kyle Lowry,TOR,29.7,0.572,0.543
Kyle O'Quinn,ORL,11.2,0.297,0.535
Kyle Singler,DET,28.0,0.233,0.517
Kyrie Irving,CLE,34.7,0.694,0.553
LaMarcus Aldridge,POR,37.7,0.458,0.53
Lamar Odom,LAC,19.7,0.315,0.429
Lance Stephenson,IND,29.2,0.411,0.53
Lance Thomas,NOH,11.0,0.302,0.565
Landry Fields,TOR,20.3,0.265,0.487
Larry Sanders,MIL,27.3,0.324,0.523
Lavoy Allen,PHI,21.1,0.257,0.474
LeBron James,MIA,37.9,0.599,0.64
Leandro Barbosa,BOS,12.5,0.518,0.509
Lou Williams,ATL,28.7,0.551,0.555
Luc Mbah a Moute,MIL,22.9,0.305,0.447
Luis Scola,PHX,26.6,0.317,0.516
Luke Babbitt,POR,11.8,0.163,0.509
Luke Ridnour,MIN,30.2,0.477,0.532
Luke Walton,CLE,17.1,0.127,0.453
Luol Deng,CHI,38.7,0.309,0.508
Manu Ginobili,SAS,23.2,0.402,0.56
MarShon Brooks,BKN,12.5,0.6,0.523
Marc Gasol,MEM,35.0,0.345,0.559
Marcin Gortat,PHX,30.8,0.271,0.543
Marco Belinelli,CHI,25.8,0.324,0.513
Marcus Morris,PHX,19.8,0.279,0.516
Marcus Thornton,SAC,24.0,0.292,0.552
Mario Chalmers,MIA,26.9,0.379,0.576
Markieff Morris,PHX,22.4,0.297,0.473
Marquis Daniels,MIL,18.4,0.402,0.432
Marreese Speights,CLE,16.5,0.265,0.498
Martell Webster,WAS,28.9,0.221,0.601
Marvin Williams,UTA,23.7,0.251,0.515
Matt Barnes,LAC,25.7,0.183,0.566
Matt Bonner,SAS,13.4,0.134,0.609
Maurice Harkless,ORL,26.0,0.335,0.504
Metta World Peace,LAL,33.7,0.346,0.517
Meyers Leonard,POR,17.5,0.126,0.596
Michael Beasley,PHX,20.7,0.506,0.462
Michael Kidd-Gilchrist,CHA,26.0,0.391,0.506
Mickael Gelabale,MIN,17.9,0.264,0.605
Mike Conley,MEM,34.5,0.575,0.549
Mike Dunleavy,MIL,25.9,0.159,0.577
Mike James,DAL,19.2,0.495,0.481
Mike Miller,MIA,15.2,0.16,0.596
Mo Williams,UTA,30.8,0.585,0.519
Monta Ellis,MIL,37.5,0.575,0.493
Nando De Colo,SAS,12.8,0.371,0.53
Nate Robinson,CHI,25.4,0.566,0.54
Nazr Mohammed,CHI,11.0,0.303,0.414
Nene,WAS,27.2,0.418,0.538
Nick Collison,OKC,19.5,0.21,0.624
Nick Young,PHI,23.9,0.308,0.525
Nicolas Batum,POR,38.4,0.284,0.566
Nikola Pekovic,MIN,31.6,0.351,0.572
Nikola Vucevic,ORL,33.2,0.33,0.534
Norris Cole,MIA,19.9,0.536,0.483
O.J. Mayo,DAL,35.5,0.495,0.556
Omer Asik,HOU,30.0,0.304,0.558
Omri Casspi,CLE,11.7,0.222,0.486
Orlando Johnson,IND,12.1,0.389,0.523
PJ Tucker,PHX,24.2,0.371,0.525
Pablo Prigioni,NYK,16.2,0.65,0.595
Patrick Beverley,HOU,17.4,0.443,0.551
Patrick Patterson,SAC,25.0,0.219,0.566
Patty Mills,SAS,11.3,0.23,0.59
Pau Gasol,LAL,33.8,0.296,0.512
Paul George,IND,37.6,0.424,0.531
Paul Millsap,UTA,30.4,0.382,0.55
Paul Pierce,BOS,33.4,0.429,0.559
Quincy Pondexter,MEM,21.1,0.281,0.565
Rajon Rondo,BOS,37.4,0.76,0.516
Ramon Sessions,CHA,27.1,0.5,0.529
Randy Foye,UTA,27.4,0.212,0.55
Rashard Lewis,MIA,14.4,0.252,0.53
Ray Allen,MIA,25.8,0.288,0.599
Raymond Felton,NYK,34.0,0.666,0.505
Reggie Evans,BKN,24.6,0.424,0.506
Reggie Jackson,OKC,14.2,0.718,0.531
Richard Hamilton,CHI,21.8,0.211,0.481
Richard Jefferson,GSW,10.1,0.355,0.552
Ricky Rubio,MIN,29.7,0.708,0.482
Robin Lopez,NOH,26.0,0.411,0.573
Rodney Stuckey,DET,28.6,0.549,0.505
Rodrigue Beaubois,DAL,12.2,0.615,0.47
Roger Mason Jr.,NOH,17.7,0.159,0.57
Ronnie Brewer,OKC,14.2,0.243,0.416
Ronnie Price,POR,13.1,0.513,0.402
Ronny Turiaf,LAC,10.8,0.224,0.485
Roy Hibbert,IND,28.7,0.475,0.489
Royal Ivey,PHI,13.2,0.194,0.563
Rudy Gay,TOR,35.8,0.587,0.494
Russell Westbrook,OKC,34.9,0.752,0.532
Ryan Anderson,NOH,30.9,0.297,0.548
Ryan Hollins,LAC,11.1,0.243,0.674
Sam Young,IND,12.4,0.362,0.464
Samuel Dalembert,MIL,16.3,0.336,0.565
Sasha Pavlovic,POR,13.5,0.238,0.423
Sebastian Telfair,TOR,16.6,0.652,0.488
Serge Ibaka,OKC,31.1,0.244,0.612
Shane Battier,MIA,24.8,0.039,0.623
Shannon Brown,PHX,23.8,0.513,0.493
Shaun Livingston,CLE,22.0,0.47,0.536
Shawn Marion,DAL,30.0,0.242,0.553
Shelvin Mack,ATL,13.4,0.707,0.537
Spencer Hawes,PHI,27.2,0.239,0.514
Stephen Curry,GSW,38.2,0.591,0.589
Stephen Jackson,SAS,19.5,0.398,0.473
Steve Blake,LAL,26.1,0.333,0.573
Steve Nash,LAL,32.5,0.64,0.605
Steve Novak,NYK,20.3,0.062,0.602
Taj Gibson,CHI,22.5,0.234,0.518
Tayshaun Prince,MEM,32.1,0.398,0.486
Terrence Ross,TOR,17.0,0.301,0.491
Thabo Sefolosha,OKC,27.5,0.21,0.617
Thaddeus Young,PHI,34.6,0.279,0.541
Thomas Robinson,HOU,15.1,0.486,0.451
Tiago Splitter,SAS,24.7,0.248,0.609
Tim Duncan,SAS,30.1,0.333,0.554
Tobias Harris,ORL,23.6,0.382,0.527
Toney Douglas,SAC,18.1,0.426,0.531
Tony Allen,MEM,26.7,0.359,0.489
Tony Parker,SAS,32.9,0.723,0.588
Travis Outlaw,SAC,11.7,0.392,0.5
Trevor Ariza,WAS,26.3,0.234,0.538
Trevor Booker,WAS,18.5,0.426,0.509
Tristan Thompson,CLE,31.3,0.505,0.516
Ty Lawson,DEN,34.4,0.656,0.549
Tyler Hansbrough,IND,16.9,0.472,0.527
Tyler Zeller,CLE,26.4,0.2,0.486
Tyreke Evans,SAC,31.0,0.59,0.558
Tyson Chandler,NYK,32.8,0.259,0.671
Udonis Haslem,MIA,18.8,0.14,0.535
Victor Claver,POR,16.6,0.189,0.462
Vince Carter,DAL,25.8,0.519,0.571
Wayne Ellington,CLE,21.3,0.327,0.546
Wesley Johnson,PHX,19.1,0.267,0.485
Wesley Matthews,POR,34.8,0.33,0.574
Will Barton,POR,12.2,0.339,0.437
Will Bynum,DET,18.7,0.759,0.532
Willie Green,LAC,16.5,0.096,0.562
Wilson Chandler,DEN,25.1,0.348,0.556
Xavier Henry,NOH,12.5,0.409,0.481
Zach Randolph,MEM,34.3,0.507,0.506
Zaza Pachulia,ATL,21.8,0.325,0.534
