name,team,min,uast,ts
Cartier Martin,ATL,14.7,0.108,0.562
Chandler Parsons,HOU,37.6,0.356,0.565
Channing Frye,PHX,28.2,0.283,0.555
Chase Budinger,MIN,18.3,0.18,0.505
Chris Andersen,MIA,19.4,0.288,0.683
Chris Bosh,MIA,32.0,0.199,0.597
Chris Douglas-Roberts,CHA,20.7,0.27,0.588
Chris Johnson,BOS,19.7,0.176,0.537
Chris Kaman,LAL,18.9,0.341,0.537
Chris Paul,LAC,35.0,0.783,0.58
Chuck Hayes,TOR,12.4,0.411,0.468
Cody Zeller,CHA,17.3,0.349,0.498
Corey Brewer,MIN,32.2,0.284,0.55
Cory Joseph,SAS,13.8,0.548,0.558
Courtney Lee,MEM,25.0,0.4,0.574
D.J. Augustin,CHI,27.3,0.55,0.569
Damian Lillard,POR,35.8,0.602,0.568
Danny Granger,LAC,20.7,0.345,0.502
Danny Green,SAS,24.3,0.165,0.58
Dante Cunningham,MIN,20.2,0.153,0.474
Darius Miller,NOP,16.1,0.274,0.55
Darrell Arthur,DEN,17.1,0.142,0.459
Darren Collison,LAC,25.9,0.534,0.575
David Lee,GSW,33.2,0.32,0.566
David West,IND,30.9,0.332,0.533
DeAndre Jordan,LAC,35.0,0.256,0.63
DeJuan Blair,DAL,15.6,0.267,0.557
DeMar DeRozan,TOR,38.2,0.495,0.532
DeMarcus Cousins,SAC,32.4,0.467,0.555
DeMarre Carroll,ATL,32.1,0.219,0.575
Dennis Schroder,ATL,13.1,0.583,0.442
Derek Fisher,OKC,17.6,0.305,0.542
Deron Williams,BKN,32.2,0.565,0.564
Derrick Favors,UTA,30.2,0.372,0.556
Derrick Williams,SAC,23.3,0.369,0.524
Devin Harris,DAL,20.4,0.604,0.517
Dewayne Dedmon,ORL,12.6,0.395,0.5
Diante Garrett,UTA,14.8,0.455,0.459
Dion Waiters,CLE,29.6,0.535,0.508
Dirk Nowitzki,DAL,32.9,0.408,0.603
Donatas Motiejunas,HOU,15.4,0.229,0.504
Dorell Wright,POR,14.5,0.171,0.524
Doron Lamb,ORL,13.1,0.27,0.543
Draymond Green,GSW,21.9,0.273,0.498
Dwight Howard,HOU,33.8,0.488,0.6
Dwyane Wade,MIA,32.9,0.564,0.588
E'Twaun Moore,ORL,19.1,0.41,0.513
Earl Clark,NYK,14.2,0.206,0.466
Ed Davis,MEM,15.2,0.297,0.542
Ekpe Udoh,MIL,19.1,0.263,0.44
Elliot Williams,PHI,17.3,0.343,0.519
Elton Brand,ATL,19.4,0.168,0.561
Enes Kanter,UTA,26.7,0.461,0.523
Eric Bledsoe,PHX,32.9,0.815,0.578
Eric Gordon,NOP,32.1,0.486,0.54
Eric Maynor,PHI,10.5,0.531,0.387
Ersan Ilyasova,MIL,26.9,0.19,0.486
Evan Fournier,DEN,19.8,0.355,0.533
Evan Turner,IND,30.3,0.528,0.498
Francisco Garcia,HOU,19.7,0.28,0.521
Gary Neal,CHA,21.4,0.446,0.53
George Hill,IND,32.0,0.471,0.563
Gerald Green,PHX,28.4,0.413,0.585
Gerald Henderson,CHA,32.0,0.414,0.507
Gerald Wallace,BOS,24.4,0.293,0.543
Giannis Antetokounmpo,MIL,24.6,0.358,0.518
Glen Davis,LAC,24.4,0.317,0.491
Goran Dragic,PHX,35.1,0.719,0.604
Gordon Hayward,UTA,36.4,0.5,0.52
Gorgui Dieng,MIN,13.6,0.292,0.534
Greg Monroe,DET,32.8,0.442,0.531
Greg Stiemsma,NOP,18.3,0.3,0.584
Greivis Vasquez,TOR,22.5,0.552,0.537
Harrison Barnes,GSW,28.3,0.391,0.486
Hedo Turkoglu,LAC,10.3,0.19,0.492
Henry Sims,PHI,19.0,0.408,0.535
Hollis Thompson,PHI,22.6,0.246,0.57
Ian Mahinmi,IND,16.2,0.341,0.538
Iman Shumpert,NYK,26.5,0.497,0.48
Isaiah Thomas,SAC,34.7,0.685,0.574
Ish Smith,PHX,14.4,0.849,0.438
J.J. Barea,MIN,18.6,0.76,0.471
JJ Hickson,DEN,26.9,0.307,0.521
JJ Redick,LAC,28.2,0.133,0.598
JR Smith,NYK,32.7,0.465,0.527
Jae Crowder,DAL,16.1,0.292,0.551
Jamal Crawford,LAC,30.4,0.489,0.556
Jameer Nelson,ORL,32.0,0.612,0.515
James Anderson,PHI,28.9,0.236,0.53
James Harden,HOU,38.0,0.659,0.618
James Johnson,MEM,18.4,0.559,0.552
Jan Vesely,DEN,14.4,0.27,0.498
Jared Dudley,LAC,23.4,0.056,0.541
Jared Sullinger,BOS,27.6,0.445,0.497
Jarrett Jack,CLE,28.2,0.573,0.498
Jason Maxiell,ORL,14.4,0.298,0.459
Jason Smith,NOP,26.8,0.153,0.495
Jason Terry,BKN,16.3,0.236,0.501
Jason Thompson,SAC,24.5,0.402,0.523
Jeff Adrien,MIL,18.1,0.357,0.553
Jeff Ayres,SAS,13.0,0.208,0.605
Jeff Green,BOS,34.2,0.427,0.52
Jeff Teague,ATL,32.2,0.737,0.541
Jeff Withey,NOP,11.8,0.174,0.59
Jeremy Evans,UTA,18.3,0.286,0.549
Jeremy Lamb,OKC,19.7,0.323,0.522
Jeremy Lin,HOU,28.9,0.529,0.572
Jermaine O'Neal,GSW,20.1,0.408,0.57
Jerryd Bayless,BOS,23.4,0.464,0.498
Jimmer Fredette,CHI,10.6,0.664,0.578
Jimmy Butler,CHI,38.7,0.309,0.522
Joakim Noah,CHI,35.2,0.363,0.531
Jodie Meeks,LAL,33.2,0.194,0.601
Joe Johnson,BKN,32.6,0.541,0.564
Joel Freeland,POR,14.0,0.247,0.498
John Henson,MIL,26.5,0.346,0.543
John Lucas III,UTA,14.1,0.371,0.403
John Salmons,TOR,22.1,0.38,0.462
John Wall,WAS,36.3,0.734,0.524
Jon Leuer,MEM,13.1,0.248,0.566
Jonas Jerebko,DET,11.6,0.214,0.577
Jonas Valanciunas,TOR,28.2,0.407,0.579
Jordan Crawford,GSW,23.0,0.719,0.516
Jordan Farmar,LAL,22.3,0.563,0.533
Jordan Hamilton,HOU,17.0,0.313,0.507
Jordan Hill,LAL,20.8,0.416,0.579
Jose Calderon,DAL,30.5,0.393,0.596
Josh McRoberts,CHA,30.3,0.19,0.548
Josh Smith,DET,35.5,0.4,0.463
Jrue Holiday,NOP,33.6,0.793,0.505
Kawhi Leonard,SAS,29.1,0.407,0.602
Kelly Olynyk,BOS,20.0,0.265,0.546
Kemba Walker,CHA,35.8,0.677,0.499
Kendall Marshall,LAL,29.0,0.512,0.494
Kendrick Perkins,OKC,19.5,0.333,0.474
Kenneth Faried,DEN,27.2,0.333,0.573
Kent Bazemore,LAL,13.6,0.537,0.515
Kentavious Caldwell-Pope,DET,19.8,0.258,0.483
Kenyon Martin,NYK,19.8,0.317,0.521
Kevin Durant,OKC,38.5,0.528,0.635
Kevin Garnett,BKN,20.5,0.197,0.467
Kevin Love,MIN,36.3,0.345,0.591
Kevin Martin,MIN,32.0,0.336,0.553
Kevin Seraphin,WAS,10.9,0.468,0.533
Khris Middleton,MIL,30.0,0.226,0.541
Kirk Hinrich,CHI,29.0,0.457,0.494
Klay Thompson,GSW,35.4,0.249,0.555
Kosta Koufos,MEM,16.9,0.264,0.514
Kris Humphries,BOS,19.9,0.273,0.552
Kyle Korver,ATL,33.9,0.055,0.653
Kyle Lowry,TOR,36.2,0.571,0.567
Kyle O'Quinn,ORL,17.2,0.323,0.526
Kyle Singler,DET,28.5,0.212,0.574
Kyrie Irving,CLE,35.2,0.69,0.533
LaMarcus Aldridge,POR,36.2,0.4,0.507
Lance Stephenson,IND,35.3,0.578,0.564
Lavoy Allen,IND,16.5,0.299,0.47
LeBron James,MIA,37.7,0.584,0.649
Lou Williams,ATL,24.1,0.523,0.547
Luc Mbah a Moute,MIN,15.7,0.287,0.503
Luis Scola,IND,17.1,0.236,0.505
Luke Ridnour,CHA,18.7,0.611,0.452
Luol Deng,CLE,35.1,0.367,0.517
Manu Ginobili,SAS,22.8,0.456,0.59
Marc Gasol,MEM,33.4,0.307,0.526
Marcin Gortat,WAS,32.8,0.316,0.568
Marco Belinelli,SAS,25.2,0.202,0.605
Marcus Morris,PHX,21.9,0.385,0.552
Marcus Thornton,BKN,24.2,0.349,0.511
Mario Chalmers,MIA,29.8,0.551,0.567
Markieff Morris,PHX,26.6,0.443,0.564
Marquis Teague,BKN,11.1,0.737,0.398
Marreese Speights,GSW,12.4,0.323,0.507
Martell Webster,WAS,27.7,0.154,0.591
Marvin Williams,UTA,25.4,0.255,0.54
Mason Plumlee,BKN,18.2,0.186,0.67
Matt Barnes,LAC,27.5,0.156,0.552
Matt Bonner,SAS,11.3,0.11,0.582
Matthew Dellavedova,CLE,17.7,0.311,0.534
Maurice Harkless,ORL,24.4,0.348,0.542
Michael Beasley,MIA,15.1,0.395,0.559
Michael Carter-Williams,PHI,34.5,0.693,0.48
Michael Kidd-Gilchrist,CHA,24.2,0.311,0.516
Mike Conley,MEM,33.5,0.654,0.545
Mike Dunleavy,CHI,31.5,0.15,0.549
Mike Miller,MEM,20.8,0.178,0.619
Mike Scott,ATL,18.5,0.113,0.559
Miles Plumlee,PHX,24.5,0.409,0.529
Mirza Teletovic,BKN,19.4,0.19,0.559
Mo Williams,POR,24.8,0.618,0.507
Monta Ellis,DAL,36.9,0.663,0.532
Nando De Colo,TOR,10.5,0.359,0.526
Nate Robinson,DEN,19.7,0.573,0.544
Nate Wolters,MIL,22.6,0.612,0.486
Nene,WAS,29.4,0.381,0.53
Nick Calathes,MEM,16.5,0.563,0.506
Nick Collison,OKC,16.7,0.291,0.599
Nick Young,LAL,28.3,0.413,0.564
Nicolas Batum,POR,36.0,0.32,0.589
Nikola Pekovic,MIN,30.8,0.396,0.582
Nikola Vucevic,ORL,31.8,0.374,0.536
Norris Cole,MIA,24.6,0.517,0.497
O.J. Mayo,MIL,25.9,0.438,0.516
Omer Asik,HOU,20.2,0.356,0.57
Omri Casspi,HOU,18.1,0.231,0.528
PJ Tucker,PHX,30.7,0.377,0.54
Pablo Prigioni,NYK,19.4,0.42,0.642
Patrick Beverley,HOU,31.3,0.447,0.545
Patrick Patterson,TOR,23.6,0.209,0.533
Patty Mills,SAS,18.9,0.434,0.588
Pau Gasol,LAL,31.4,0.409,0.522
Paul George,IND,36.2,0.506,0.555
Paul Millsap,ATL,33.5,0.306,0.545
Paul Pierce,BKN,28.0,0.361,0.595
Pero Antic,ATL,18.5,0.26,0.545
Perry Jones III,OKC,12.3,0.205,0.541
Phil Pressey,BOS,15.1,0.577,0.39
Quincy Acy,SAC,13.5,0.288,0.52
Quincy Miller,DEN,15.2,0.394,0.459
Ramon Sessions,MIL,26.7,0.561,0.539
Randy Foye,DEN,30.7,0.474,0.558
Rashard Lewis,MIA,16.2,0.224,0.535
Ray Allen,MIA,26.5,0.271,0.59
Ray McCallum,SAC,19.9,0.531,0.439
Raymond Felton,NYK,31.0,0.575,0.476
Reggie Evans,SAC,16.6,0.394,0.516
Reggie Jackson,OKC,28.5,0.707,0.527
Richard Jefferson,UTA,27.0,0.316,0.573
Ricky Rubio,MIN,32.2,0.686,0.491
Robbie Hummel,MIN,12.4,0.224,0.492
Robert Sacre,LAL,16.8,0.182,0.513
Robin Lopez,POR,31.8,0.366,0.605
Rodney Stuckey,DET,26.7,0.556,0.516
Ronnie Price,ORL,12.2,0.571,0.379
Ronny Turiaf,MIN,19.5,0.328,0.578
Roy Hibbert,IND,29.7,0.42,0.499
Rudy Gay,SAC,34.7,0.659,0.54
Russell Westbrook,OKC,30.7,0.673,0.545
Ryan Kelly,LAL,22.2,0.287,0.548
Samuel Dalembert,DAL,20.2,0.248,0.605
Serge Ibaka,OKC,32.9,0.202,0.576
Shane Battier,MIA,20.1,0.143,0.523
Shane Larkin,DAL,10.2,0.635,0.446
Shaun Livingston,BKN,26.0,0.668,0.551
Shawn Marion,DAL,31.7,0.17,0.537
Shawne Williams,LAL,20.9,0.137,0.503
Shelvin Mack,ATL,20.4,0.536,0.51
Spencer Hawes,CLE,30.9,0.253,0.554
Stephen Curry,GSW,36.5,0.699,0.61
Steve Blake,GSW,27.2,0.391,0.508
Steven Adams,OKC,14.8,0.387,0.541
Taj Gibson,CHI,28.7,0.331,0.524
Tayshaun Prince,MEM,25.6,0.3,0.438
Terrence Jones,HOU,27.3,0.332,0.577
Terrence Ross,TOR,26.7,0.252,0.553
Thabo Sefolosha,OKC,26.0,0.305,0.517
Thaddeus Young,PHI,34.4,0.385,0.512
Thomas Robinson,POR,12.5,0.383,0.502
Tiago Splitter,SAS,21.5,0.331,0.572
Tim Duncan,SAS,29.2,0.331,0.535
Tim Hardaway Jr.,NYK,23.2,0.316,0.554
Timofey Mozgov,DEN,21.6,0.242,0.584
Tobias Harris,ORL,30.3,0.398,0.542
Toney Douglas,MIA,13.2,0.315,0.493
Tony Allen,MEM,23.2,0.397,0.531
Tony Parker,SAS,29.4,0.64,0.555
Tony Snell,CHI,16.0,0.24,0.489
Tony Wroten,PHI,24.5,0.588,0.493
Travis Outlaw,SAC,16.9,0.369,0.492
Trevor Ariza,WAS,35.4,0.239,0.59
Trevor Booker,WAS,21.6,0.365,0.563
Trey Burke,UTA,32.3,0.543,0.473
Tristan Thompson,CLE,31.6,0.35,0.528
Ty Lawson,DEN,35.8,0.778,0.554
Tyler Hansbrough,TOR,15.3,0.366,0.562
Tyler Zeller,CLE,15.0,0.212,0.581
Tyreke Evans,NOP,28.2,0.683,0.504
Tyson Chandler,NYK,30.2,0.23,0.615
Udonis Haslem,MIA,14.2,0.162,0.523
Victor Oladipo,ORL,31.1,0.671,0.514
Vince Carter,DAL,24.4,0.548,0.539
Vitor Faverani,BOS,13.2,0.266,0.502
Wesley Johnson,LAL,28.4,0.148,0.522
Wesley Matthews,POR,33.9,0.272,0.588
Will Bynum,DET,18.8,0.815,0.502
Willie Green,LAC,15.8,0.206,0.477
Wilson Chandler,DEN,31.1,0.316,0.526
Xavier Henry,LAL,21.1,0.465,0.511
Zach Randolph,MEM,34.2,0.538,0.51
Zaza Pachulia,MIL,25.0,0.376,0.502
