name,team,min,uast,ts
Dwight Howard,ORL,36.9,0.443,0.619
Dwyane Wade,MIA,37.9,0.727,0.583
Earl Boykins,MIL,30.8,0.613,0.548
Earl Watson,SEA,27.9,0.597,0.483
Eddie House,NJN,16.9,0.094,0.536
Eddie Jones,MIA,24.9,0.27,0.542
Eddy Curry,NYK,35.2,0.354,0.603
Eduardo Najera,DEN,22.1,0.221,0.609
Elton Brand,LAC,38.5,0.375,0.581
Emeka Okafor,CHA,34.8,0.327,0.554
Eric Snow,CLE,23.5,0.422,0.458
Erick Dampier,DAL,25.2,0.33,0.642
Ersan Ilyasova,MIL,14.7,0.266,0.5
Etan Thomas,WAS,19.2,0.421,0.585
Fabricio Oberto,SAS,17.3,0.259,0.575
Flip Murray,DET,21.4,0.605,0.474
Francisco Elson,SAS,19.0,0.257,0.552
Francisco Garcia,SAC,17.8,0.362,0.551
Fred Jones,POR,20.9,0.396,0.501
Gary Payton,MIA,22.1,0.493,0.458
Gerald Green,BOS,22.0,0.319,0.521
Gerald Wallace,CHA,36.7,0.46,0.568
Gilbert Arenas,WAS,39.8,0.645,0.565
Gordan Giricek,UTA,19.5,0.273,0.566
Grant Hill,ORL,30.9,0.485,0.582
Greg Buckner,DAL,18.0,0.293,0.486
Hakim Warrick,MEM,26.2,0.37,0.592
Hedo Turkoglu,ORL,31.1,0.423,0.528
Hilton Armstrong,NOK,11.3,0.471,0.57
Ike Diogu,IND,12.9,0.465,0.559
Ime Udoka,POR,28.6,0.232,0.569
JJ Redick,ORL,14.8,0.2,0.569
JR Smith,DEN,23.4,0.225,0.585
Jacque Vaughn,SAS,11.9,0.451,0.491
Jake Tsakalidis,HOU,10.8,0.241,0.471
Jake Voskuhl,CHA,14.3,0.165,0.523
Jamaal Magloire,POR,21.0,0.367,0.527
Jamaal Tinsley,IND,31.2,0.682,0.465
Jamal Crawford,NYK,37.2,0.63,0.517
Jameer Nelson,ORL,30.3,0.691,0.514
James Jones,PHX,18.1,0.136,0.51
James Posey,MIA,27.0,0.274,0.579
Jannero Pargo,NOK,20.9,0.587,0.504
Jared Jeffries,NYK,23.8,0.453,0.473
Jarrett Jack,POR,33.6,0.725,0.571
Jarron Collins,UTA,11.1,0.28,0.494
Jarvis Hayes,WAS,20.1,0.188,0.502
Jason Collins,NJN,23.0,0.236,0.408
Jason Hart,LAC,23.5,0.41,0.509
Jason Kapono,MIA,26.4,0.223,0.613
Jason Kidd,NJN,36.7,0.425,0.516
Jason Maxiell,DET,14.1,0.336,0.518
Jason Richardson,GSW,32.8,0.32,0.512
Jason Terry,DAL,35.1,0.486,0.587
Jason Williams,MIA,30.6,0.579,0.54
Jeff Foster,IND,23.2,0.385,0.513
Jeff McInnis,CHA,18.5,0.69,0.423
Jermaine O'Neal,IND,35.6,0.398,0.5
Jerry Stackhouse,DAL,24.1,0.45,0.537
Joe Johnson,ATL,41.4,0.597,0.558
Joe Smith,PHI,23.1,0.271,0.51
Joel Przybilla,POR,16.3,0.297,0.467
Joey Graham,TOR,16.7,0.292,0.564
Johan Petro,SEA,18.6,0.204,0.532
John Salmons,SAC,27.0,0.559,0.553
Jordan Farmar,LAL,15.1,0.347,0.515
Jorge Garbajosa,TOR,28.5,0.113,0.503
Jose Calderon,TOR,21.0,0.787,0.588
Josh Boone,NJN,11.0,0.212,0.587
Josh Childress,ATL,36.8,0.441,0.586
Josh Howard,DAL,35.1,0.491,0.548
Josh Smith,ATL,36.8,0.422,0.506
Juan Dixon,TOR,23.8,0.368,0.516
Juwan Howard,HOU,26.5,0.311,0.517
Keith Bogans,ORL,16.8,0.283,0.546
Keith McLeod,IND,15.0,0.575,0.52
Kelenna Azubuike,GSW,16.3,0.316,0.572
Kendrick Perkins,BOS,21.9,0.523,0.518
Kenny Thomas,SAC,22.8,0.322,0.492
Kevin Garnett,MIN,39.4,0.403,0.546
Kevin Martin,SAC,35.2,0.408,0.614
Kevin Ollie,PHI,17.3,0.42,0.481
Keyon Dooling,ORL,21.7,0.484,0.501
Kirk Hinrich,CHI,35.5,0.543,0.559
Kirk Snyder,HOU,14.4,0.47,0.536
Kobe Bryant,LAL,40.8,0.6,0.58
Kris Humphries,TOR,11.2,0.345,0.516
Kurt Thomas,PHX,18.0,0.214,0.531
Kwame Brown,LAL,27.6,0.371,0.573
Kyle Korver,PHI,30.9,0.161,0.569
LaMarcus Aldridge,POR,22.1,0.32,0.533
Lamar Odom,LAL,39.3,0.464,0.552
Larry Hughes,CLE,37.1,0.425,0.48
Lawrence Roberts,MEM,17.9,0.287,0.533
LeBron James,CLE,40.9,0.657,0.552
Leandro Barbosa,PHX,32.7,0.378,0.595
Leon Powe,BOS,11.4,0.646,0.549
Linas Kleiza,DEN,18.8,0.16,0.561
Lindsey Hunter,DET,14.3,0.468,0.495
Linton Johnson,NOK,13.3,0.237,0.548
Lorenzen Wright,ATL,15.5,0.293,0.439
Lou Williams,PHI,11.3,0.591,0.521
Luke Ridnour,SEA,29.4,0.708,0.509
Luke Walton,LAL,33.0,0.265,0.551
Luol Deng,CHI,37.5,0.306,0.56
Luther Head,HOU,27.6,0.35,0.584
Lynn Greer,MIL,10.5,0.557,0.538
Malik Allen,CHI,10.6,0.29,0.443
Malik Rose,NYK,12.5,0.297,0.46
Manu Ginobili,SAS,27.5,0.414,0.609
Marc Jackson,NOK,18.3,0.258,0.471
Marcus Banks,PHX,11.2,0.56,0.497
Marcus Camby,DEN,33.8,0.311,0.519
Marcus Williams,NJN,16.6,0.663,0.474
Mardy Collins,NYK,14.9,0.69,0.445
Mark Blount,MIN,31.0,0.171,0.546
Marko Jaric,MIN,22.2,0.346,0.51
Marquis Daniels,IND,17.8,0.581,0.506
Martell Webster,POR,21.5,0.262,0.522
Marvin Williams,ATL,34.0,0.239,0.51
Matt Barnes,GSW,23.8,0.196,0.547
Matt Bonner,SAS,11.7,0.283,0.542
Matt Carroll,CHA,26.1,0.196,0.58
Matt Harpring,UTA,25.5,0.174,0.564
Maurice Evans,LAL,22.8,0.368,0.523
Mehmet Okur,UTA,33.3,0.263,0.571
Metta World Peace,SAC,37.7,0.581,0.538
Michael Doleac,MIA,12.5,0.207,0.518
Michael Finley,SAS,22.2,0.176,0.524
Michael Redd,MIL,38.4,0.43,0.586
Mickael Gelabale,SEA,17.7,0.295,0.535
Mickael Pietrus,GSW,26.9,0.231,0.59
Mike Bibby,SAC,34.0,0.412,0.532
Mike Dunleavy,IND,31.5,0.276,0.542
Mike James,MIN,25.2,0.542,0.529
Mike Miller,MEM,39.1,0.351,0.588
Mike Wilks,SEA,11.4,0.682,0.533
Mikki Moore,NJN,26.3,0.214,0.637
Mo Williams,MIL,36.3,0.626,0.519
Monta Ellis,GSW,34.3,0.531,0.545
Morris Peterson,TOR,21.3,0.162,0.555
Nate Robinson,NYK,21.2,0.507,0.552
Nazr Mohammed,DET,15.2,0.415,0.554
Nene,DEN,26.8,0.252,0.611
Nick Collison,SEA,29.0,0.343,0.546
P.J. Brown,CHI,20.2,0.212,0.462
Pau Gasol,MEM,36.1,0.483,0.593
Paul Millsap,UTA,17.9,0.397,0.571
Paul Pierce,BOS,37.0,0.445,0.571
Primoz Brezec,CHA,14.5,0.279,0.474
Quentin Richardson,NYK,33.1,0.333,0.532
Quinton Ross,LAC,21.0,0.282,0.508
Rafer Alston,HOU,37.1,0.465,0.496
Raja Bell,PHX,37.4,0.212,0.562
Rajon Rondo,BOS,23.5,0.67,0.472
Randy Foye,MIN,22.9,0.603,0.536
Rashad McCants,MIN,15.0,0.323,0.454
Rashard Lewis,SEA,39.1,0.438,0.587
Rasheed Wallace,DET,32.3,0.339,0.513
Rasho Nesterovic,TOR,21.0,0.217,0.558
Rasual Butler,NOK,27.4,0.29,0.495
Ray Allen,SEA,40.3,0.531,0.564
Raymond Felton,CHA,36.3,0.567,0.481
Reggie Evans,DEN,17.1,0.41,0.55
Renaldo Balkman,NYK,15.6,0.381,0.531
Richard Hamilton,DET,36.8,0.324,0.551
Richard Jefferson,NJN,35.6,0.271,0.555
Ricky Davis,MIN,37.3,0.372,0.566
Robert Horry,SAS,16.5,0.2,0.48
Rodney Carney,PHI,17.4,0.313,0.514
Ronnie Brewer,UTA,12.1,0.245,0.566
Ronny Turiaf,LAL,15.1,0.327,0.586
Royal Ivey,ATL,10.2,0.219,0.496
Ruben Patterson,MIL,30.9,0.446,0.578
Rudy Gay,MEM,27.0,0.461,0.497
Ryan Gomes,BOS,31.2,0.278,0.534
Salim Stoudamire,ATL,17.0,0.35,0.518
Sam Cassell,LAC,24.3,0.667,0.506
Samuel Dalembert,PHI,30.9,0.323,0.581
Sarunas Jasikevicius,GSW,15.4,0.391,0.531
Sasha Pavlovic,CLE,22.9,0.315,0.554
Sasha Vujacic,LAL,12.8,0.219,0.54
Sean May,CHA,23.9,0.335,0.551
Sebastian Telfair,BOS,20.2,0.591,0.458
Sergio Rodriguez,POR,12.9,0.752,0.493
Shane Battier,HOU,36.4,0.291,0.589
Shaquille O'Neal,MIA,28.4,0.505,0.567
Shareef Abdur-Rahim,SAC,25.2,0.455,0.524
Shaun Livingston,LAC,29.8,0.606,0.503
Shawn Marion,PHX,37.6,0.219,0.594
Shawne Williams,IND,12.1,0.427,0.533
Shelden Williams,ATL,18.7,0.349,0.518
Smush Parker,LAL,30.0,0.322,0.526
Solomon Jones,ATL,11.5,0.308,0.587
Speedy Claxton,ATL,25.1,0.626,0.363
Stephen Jackson,GSW,33.0,0.418,0.54
Stephon Marbury,NYK,37.1,0.653,0.539
Steve Blake,DEN,27.1,0.392,0.491
Steve Francis,NYK,28.1,0.607,0.57
Steve Nash,PHX,35.3,0.768,0.654
Steven Hunter,PHI,22.9,0.293,0.573
Stromile Swift,MEM,19.1,0.447,0.517
T.J. Ford,TOR,29.9,0.812,0.508
Tarence Kinsey,MEM,20.1,0.36,0.532
Tayshaun Prince,DET,36.6,0.373,0.534
Thabo Sefolosha,CHI,12.2,0.321,0.464
Tim Duncan,SAS,34.1,0.539,0.579
Tim Thomas,LAC,27.0,0.197,0.532
Tony Allen,BOS,24.4,0.526,0.596
Tony Battie,ORL,23.9,0.261,0.513
Tony Parker,SAS,32.5,0.667,0.572
Tracy McGrady,HOU,35.8,0.575,0.515
Travis Outlaw,POR,22.9,0.354,0.499
Trenton Hassell,MIN,29.2,0.438,0.529
Trevor Ariza,ORL,22.4,0.415,0.567
Troy Hudson,MIN,16.3,0.432,0.483
Troy Murphy,IND,27.2,0.259,0.541
Tyronn Lue,ATL,26.6,0.619,0.534
Tyrus Thomas,CHI,13.4,0.336,0.521
Tyson Chandler,NOK,34.6,0.531,0.62
Udonis Haslem,MIA,31.4,0.201,0.523
Vince Carter,NJN,38.1,0.47,0.559
Vladimir Radmanovic,LAL,17.9,0.291,0.518
Wally Szczerbiak,BOS,28.1,0.273,0.54
Walter Herrmann,CHA,19.5,0.149,0.625
Willie Green,PHI,24.9,0.591,0.458
Yakhouba Diawara,DEN,18.4,0.19,0.45
Yao Ming,HOU,33.8,0.326,0.601
Zach Randolph,POR,35.7,0.535,0.537
Zaza Pachulia,ATL,28.1,0.436,0.562
Zydrunas Ilgauskas,CLE,27.3,0.338,0.527
