name,team,min,uast,ts
Paul Pierce,BOS,39.0,0.52,0.582
Peja Stojakovic,IND,36.6,0.267,0.57
Primoz Brezec,CHA,27.4,0.318,0.552
Quentin Richardson,NYK,26.2,0.399,0.452
Quinton Ross,LAC,22.6,0.169,0.465
Qyntel Woods,NYK,20.7,0.364,0.572
Raef LaFrentz,BOS,24.8,0.113,0.546
Rafael Araujo,TOR,11.6,0.208,0.385
Rafer Alston,HOU,38.6,0.557,0.475
Raja Bell,PHX,37.5,0.193,0.584
Rashad McCants,MIN,17.2,0.344,0.539
Rashard Lewis,SEA,36.9,0.414,0.585
Rasheed Wallace,DET,34.7,0.266,0.527
Rasho Nesterovic,SAS,18.9,0.244,0.521
Rasual Butler,NOK,23.7,0.323,0.501
Ray Allen,SEA,38.7,0.499,0.59
Raymond Felton,CHA,30.1,0.62,0.483
Reggie Evans,DEN,20.8,0.519,0.519
Richard Hamilton,DET,35.3,0.242,0.553
Richard Jefferson,NJN,39.2,0.236,0.603
Richie Frahm,HOU,10.4,0.103,0.517
Ricky Davis,MIN,41.1,0.402,0.521
Robert Horry,SAS,18.8,0.268,0.499
Robert Swift,SEA,21.0,0.331,0.536
Royal Ivey,ATL,13.4,0.25,0.467
Ruben Patterson,DEN,25.2,0.468,0.547
Ryan Gomes,BOS,22.6,0.289,0.548
Salim Stoudamire,ATL,20.3,0.461,0.545
Sam Cassell,LAC,34.0,0.655,0.534
Samuel Dalembert,PHI,26.7,0.276,0.568
Sarunas Jasikevicius,IND,20.8,0.471,0.561
Sasha Pavlovic,CLE,15.3,0.299,0.516
Sasha Vujacic,LAL,17.7,0.148,0.479
Scot Pollard,IND,17.1,0.243,0.495
Scott Padgett,NJN,11.6,0.099,0.489
Sebastian Telfair,POR,24.1,0.693,0.491
Shandon Anderson,MIA,13.3,0.167,0.47
Shane Battier,MEM,35.1,0.333,0.574
Shaquille O'Neal,MIA,30.6,0.417,0.586
Shareef Abdur-Rahim,SAC,27.2,0.458,0.588
Shaun Livingston,LAC,25.0,0.591,0.46
Shawn Marion,PHX,40.3,0.236,0.591
Smush Parker,LAL,33.8,0.325,0.548
Speedy Claxton,NOK,28.4,0.681,0.497
Stacey Augmon,ORL,10.7,0.44,0.412
Stephen Jackson,IND,35.9,0.451,0.512
Stephon Marbury,NYK,36.6,0.731,0.532
Steve Blake,POR,26.2,0.466,0.549
Steve Francis,NYK,34.2,0.724,0.534
Steve Nash,PHX,35.4,0.769,0.632
Steven Hunter,PHI,19.0,0.326,0.598
Stromile Swift,HOU,20.4,0.404,0.533
T.J. Ford,MIL,35.5,0.726,0.489
Tayshaun Prince,DET,35.3,0.321,0.524
Theo Ratliff,POR,23.7,0.407,0.599
Tim Duncan,SAS,34.8,0.5,0.523
Toni Kukoc,MIL,15.7,0.362,0.491
Tony Allen,BOS,19.2,0.496,0.554
Tony Battie,ORL,27.0,0.282,0.531
Tony Parker,SAS,33.9,0.669,0.584
Tracy McGrady,HOU,37.1,0.607,0.494
Travis Outlaw,POR,16.7,0.346,0.491
Trenton Hassell,MIN,32.7,0.455,0.512
Trevor Ariza,ORL,17.5,0.495,0.468
Troy Hudson,MIN,22.2,0.693,0.48
Troy Murphy,GSW,34.0,0.339,0.529
Tyronn Lue,ATL,24.2,0.677,0.585
Tyson Chandler,CHI,26.8,0.494,0.567
Udonis Haslem,MIA,30.7,0.197,0.558
Viktor Khryapa,POR,21.6,0.272,0.516
Vince Carter,NJN,36.8,0.501,0.536
Vitaly Potapenko,SAC,10.7,0.216,0.535
Vladimir Radmanovic,LAC,25.6,0.202,0.545
Wally Szczerbiak,BOS,37.9,0.331,0.595
Yao Ming,HOU,34.2,0.379,0.592
Zach Randolph,POR,34.4,0.506,0.483
Zaza Pachulia,ATL,31.4,0.45,0.53
Zoran Planinic,NJN,10.6,0.5,0.45
Zydrunas Ilgauskas,CLE,29.3,0.407,0.576
