name,team,min,uast,ts
Chris Andersen,DEN,14.5,0.322,0.486
Chris Bosh,TOR,33.5,0.385,0.513
Chris Crawford,ATL,21.6,0.256,0.544
Chris Kaman,LAC,22.6,0.405,0.502
Chris Mihm,BOS,17.5,0.355,0.531
Chris Wilcox,LAC,20.6,0.383,0.557
Christian Laettner,WAS,20.5,0.227,0.511
Chucky Atkins,BOS,24.0,0.5,0.511
Clar. Weatherspoon,HOU,16.8,0.337,0.538
Clifford Robinson,GSW,34.7,0.306,0.473
Corey Maggette,LAC,36.0,0.362,0.586
Corie Blount,TOR,16.8,0.217,0.462
Corliss Williamson,DET,19.9,0.289,0.546
Cuttino Mobley,HOU,40.4,0.48,0.535
Dajuan Wagner,CLE,16.1,0.464,0.439
Dale Davis,POR,22.2,0.398,0.505
Damon Jones,MIL,24.5,0.452,0.516
Damon Stoudamire,POR,38.1,0.483,0.508
Dan Gadzuric,MIL,16.7,0.284,0.529
Daniel Santiago,MIL,13.1,0.256,0.536
Danny Fortson,DAL,11.1,0.549,0.605
Darius Miles,POR,26.3,0.375,0.514
Darius Songaila,SAC,13.3,0.271,0.541
Darrell Armstrong,NOH,28.4,0.378,0.525
David Wesley,NOH,32.9,0.203,0.483
David West,NOH,13.1,0.407,0.519
DeSagana Diop,CLE,12.9,0.316,0.404
DeShawn Stevenson,ORL,30.6,0.327,0.473
Derek Anderson,POR,35.5,0.352,0.499
Derek Fisher,LAL,21.5,0.389,0.451
Derrick Coleman,PHI,24.9,0.336,0.471
Desmond Mason,MIL,30.9,0.355,0.552
Devean George,LAL,23.8,0.266,0.492
Devin Brown,SAS,10.7,0.388,0.512
Dikembe Mutombo,NYK,23.1,0.411,0.523
Dion Glover,TOR,23.8,0.404,0.471
Dirk Nowitzki,DAL,37.9,0.281,0.561
Donnell Harvey,PHX,13.2,0.528,0.503
Donyell Marshall,TOR,36.4,0.223,0.548
Doug Christie,SAC,33.9,0.303,0.544
Doug Overton,LAC,17.0,0.414,0.433
Drew Gooden,ORL,27.1,0.431,0.484
Dwyane Wade,MIA,35.0,0.639,0.53
Earl Boykins,DEN,22.4,0.567,0.501
Earl Watson,MEM,20.7,0.581,0.438
Eddie House,LAC,19.7,0.354,0.436
Eddie Jones,MIA,37.0,0.323,0.538
Eddie Robinson,CHI,20.1,0.108,0.497
Eddy Curry,CHI,29.6,0.273,0.538
Eduardo Najera,DAL,12.4,0.278,0.483
Elden Campbell,DET,13.8,0.21,0.49
Elton Brand,LAC,38.8,0.424,0.567
Eric Piatkowski,HOU,14.3,0.097,0.507
Eric Snow,PHI,36.3,0.522,0.494
Eric Williams,CLE,26.5,0.385,0.493
Erick Dampier,GSW,32.5,0.466,0.573
Erick Strickland,MIL,13.3,0.405,0.529
Ervin Johnson,MIN,14.7,0.273,0.551
Etan Thomas,WAS,24.0,0.385,0.538
Flip Murray,SEA,24.7,0.558,0.497
Francisco Elson,DEN,14.1,0.223,0.498
Frank Williams,NYK,12.7,0.688,0.478
Fred Hoiberg,MIN,22.7,0.045,0.611
Fred Jones,IND,18.5,0.341,0.527
Gary Payton,LAL,34.6,0.44,0.528
Gary Trent,MIN,15.0,0.297,0.515
George Lynch,NOH,21.7,0.181,0.472
Gilbert Arenas,WAS,37.6,0.564,0.512
Glenn Robinson,PHI,32.0,0.32,0.518
Gordan Giricek,UTA,28.0,0.316,0.521
Greg Buckner,PHI,13.2,0.273,0.439
Greg Ostertag,UTA,27.6,0.385,0.506
Hedo Turkoglu,SAS,26.0,0.309,0.516
Horace Grant,LAL,20.2,0.25,0.45
Howard Eisley,PHX,21.8,0.62,0.469
Ira Newble,CLE,19.5,0.25,0.429
J.R. Bremer,GSW,12.2,0.326,0.354
Jacque Vaughn,ATL,17.8,0.495,0.44
Jahidi White,PHX,14.0,0.495,0.532
Jake Tsakalidis,MEM,13.3,0.224,0.532
Jake Voskuhl,PHX,24.2,0.283,0.577
Jalen Rose,TOR,38.1,0.572,0.485
Jamaal Magloire,NOH,34.1,0.376,0.551
Jamaal Tinsley,IND,26.5,0.425,0.541
Jamal Crawford,CHI,35.2,0.507,0.486
James Posey,MEM,29.8,0.304,0.614
Jannero Pargo,CHI,15.4,0.531,0.491
Jared Jeffries,WAS,23.4,0.5,0.428
Jarron Collins,UTA,21.4,0.259,0.587
Jarvis Hayes,WAS,29.2,0.309,0.456
Jason Collins,NJN,28.5,0.325,0.497
Jason Hart,SAS,12.5,0.423,0.497
Jason Kapono,CLE,10.3,0.154,0.519
Jason Kidd,NJN,36.8,0.427,0.485
Jason Richardson,GSW,37.7,0.432,0.504
Jason Terry,ATL,37.2,0.545,0.519
Jason Williams,MEM,29.3,0.6,0.517
Jeff Foster,IND,23.8,0.289,0.578
Jeff McInnis,CLE,34.0,0.44,0.511
Jermaine O'Neal,IND,35.8,0.293,0.489
Jerome James,SEA,15.3,0.434,0.535
Jerome Moiso,TOR,11.9,0.525,0.506
Jerome Williams,CHI,23.9,0.348,0.522
Jim Jackson,HOU,39.0,0.33,0.54
Jiri Welsch,BOS,27.0,0.408,0.531
Joe Johnson,PHX,40.7,0.571,0.491
Joe Smith,MIL,29.7,0.296,0.51
John Salmons,PHI,20.6,0.292,0.485
Jon Barry,DEN,19.1,0.333,0.535
Josh Howard,DAL,23.7,0.441,0.485
Juan Dixon,WAS,20.8,0.518,0.476
Juwan Howard,ORL,35.6,0.414,0.513
Kareem Rush,LAL,17.3,0.274,0.505
Karl Malone,LAL,32.8,0.238,0.555
Kedrick Brown,CLE,17.6,0.197,0.543
Keith Bogans,ORL,24.5,0.273,0.499
Keith McLeod,MIN,11.7,0.556,0.436
Keith Van Horn,MIL,32.5,0.373,0.564
Kelvin Cato,HOU,25.3,0.161,0.495
Kendall Gill,CHI,25.2,0.288,0.443
Kenny Anderson,IND,20.7,0.416,0.473
Kenny Thomas,PHI,36.5,0.378,0.527
Kenyon Martin,NJN,34.7,0.326,0.528
Kerry Kittles,NJN,34.7,0.152,0.526
Kevin Garnett,MIN,39.5,0.335,0.547
Kevin Ollie,CLE,17.0,0.379,0.51
Keyon Dooling,LAC,19.5,0.591,0.458
Kirk Hinrich,CHI,35.6,0.428,0.51
Kobe Bryant,LAL,37.7,0.531,0.551
Kurt Thomas,NYK,31.8,0.199,0.503
Kwame Brown,WAS,30.1,0.431,0.547
Kyle Korver,PHI,11.6,0.043,0.489
Lamar Odom,MIA,37.5,0.586,0.516
Lamond Murray,TOR,15.8,0.368,0.428
Larry Hughes,WAS,33.9,0.444,0.496
Latrell Sprewell,MIN,37.8,0.292,0.493
LeBron James,CLE,39.6,0.527,0.488
Leandro Barbosa,PHX,21.4,0.424,0.553
Lee Nailon,CLE,13.7,0.34,0.484
Lindsey Hunter,DET,19.8,0.265,0.399
Linton Johnson,CHI,17.9,0.333,0.394
Lonny Baxter,WAS,12.3,0.33,0.518
Loren Woods,MIA,13.2,0.545,0.503
Lorenzen Wright,MEM,25.8,0.253,0.474
Lucious Harris,NJN,21.8,0.166,0.481
Luke Ridnour,SEA,16.1,0.545,0.496
Malik Allen,MIA,13.7,0.325,0.449
Malik Rose,SAS,18.7,0.295,0.526
Manu Ginobili,SAS,29.3,0.479,0.536
Marcus Banks,BOS,17.0,0.672,0.48
Marcus Camby,DEN,30.1,0.298,0.511
Marcus Fizer,CHI,16.1,0.388,0.447
Mark Blount,BOS,29.3,0.263,0.601
Mark Jackson,HOU,13.8,0.529,0.44
Mark Madsen,MIN,17.3,0.317,0.506
Marko Jaric,LAC,30.3,0.47,0.475
Marquis Daniels,DAL,18.5,0.552,0.536
Matt Barnes,LAC,19.0,0.429,0.519
Matt Harpring,UTA,36.5,0.259,0.524
Maurice Taylor,HOU,27.7,0.441,0.512
Mehmet Okur,DET,22.4,0.414,0.538
Melvin Ely,LAC,12.1,0.606,0.458
Metta World Peace,IND,37.2,0.5,0.511
Michael Curry,TOR,17.5,0.184,0.46
Michael Doleac,DEN,14.2,0.129,0.471
Michael Finley,DAL,38.6,0.329,0.539
Michael Olowokandi,MIN,21.5,0.298,0.446
Michael Redd,MIL,36.8,0.367,0.544
Michael Ruffin,UTA,17.8,0.474,0.344
Michael Sweetney,NYK,11.8,0.464,0.544
Mickael Pietrus,GSW,14.2,0.323,0.528
Mike Bibby,SAC,36.4,0.33,0.564
Mike Dunleavy,GSW,31.2,0.288,0.547
Mike James,DET,27.1,0.426,0.528
Mike Miller,MEM,27.1,0.241,0.532
Mikki Moore,UTA,12.3,0.36,0.568
Milt Palacio,TOR,20.5,0.538,0.392
Mitchell Butler,WAS,13.5,0.444,0.498
Mo Williams,UTA,13.6,0.417,0.433
Moochie Norris,NYK,12.8,0.387,0.471
Morris Peterson,TOR,26.1,0.172,0.539
Nazr Mohammed,NYK,20.1,0.394,0.542
Nene,DEN,32.6,0.287,0.578
Nick Van Exel,GSW,32.2,0.711,0.469
Oliver Miller,MIN,10.5,0.377,0.549
Othella Harrington,NYK,15.6,0.34,0.546
P.J. Brown,NOH,34.5,0.233,0.527
Pau Gasol,MEM,31.4,0.427,0.542
Paul Pierce,BOS,38.7,0.488,0.517
Peja Stojakovic,SAC,40.4,0.229,0.624
Predrag Drobnjak,LAC,15.6,0.309,0.458
Quentin Richardson,LAC,36.0,0.438,0.484
Qyntel Woods,POR,10.7,0.341,0.425
Rafer Alston,MIA,31.5,0.429,0.509
Raja Bell,UTA,24.6,0.261,0.5
Rashard Lewis,SEA,36.7,0.329,0.527
Rasheed Wallace,DET,35.2,0.252,0.51
Rasho Nesterovic,SAS,28.8,0.329,0.473
Rasual Butler,MIA,15.0,0.261,0.586
Raul Lopez,UTA,19.8,0.552,0.503
Ray Allen,SEA,38.5,0.488,0.566
Reggie Evans,SEA,17.1,0.433,0.471
Reggie Miller,IND,28.3,0.196,0.6
Richard Hamilton,DET,35.7,0.409,0.522
Richard Jefferson,NJN,38.2,0.301,0.573
Rick Brunson,CHI,10.2,0.45,0.497
Rick Fox,LAL,22.3,0.26,0.459
Ricky Davis,BOS,31.3,0.43,0.533
Robert Horry,SAS,15.9,0.227,0.496
Robert Traylor,NOH,13.2,0.324,0.527
Rod Strickland,TOR,19.7,0.62,0.482
Rodney Rogers,NJN,20.5,0.309,0.492
Rodney White,DEN,13.7,0.279,0.528
Ron Mercer,SAS,13.3,0.256,0.446
Ronald Dupree,CHI,19.2,0.405,0.445
Ruben Patterson,POR,22.6,0.445,0.53
Sam Cassell,MIN,35.2,0.679,0.566
Samaki Walker,MIA,12.6,0.447,0.444
Samuel Dalembert,PHI,26.9,0.259,0.566
Sasha Pavlovic,UTA,14.4,0.322,0.463
Scot Pollard,IND,11.1,0.383,0.43
Scott Williams,DAL,12.4,0.178,0.5
Sean Rooks,ORL,10.7,0.074,0.421
Shammond Williams,NOH,14.4,0.529,0.495
Shandon Anderson,NYK,24.6,0.324,0.5
Shane Battier,MEM,24.7,0.277,0.544
Shaquille O'Neal,LAL,36.8,0.341,0.578
Shareef Abdur-Rahim,POR,31.7,0.455,0.557
Shawn Bradley,DAL,11.6,0.348,0.523
Shawn Marion,PHX,40.6,0.397,0.513
Slava Medvedenko,LAL,21.3,0.291,0.479
Speedy Claxton,GSW,26.6,0.754,0.509
Stacey Augmon,NOH,20.6,0.259,0.486
Stephen Jackson,ATL,36.8,0.379,0.521
Stephon Marbury,NYK,40.2,0.734,0.519
Steve Blake,WAS,18.5,0.338,0.509
Steve Francis,HOU,40.5,0.678,0.501
Steve Nash,DAL,33.5,0.73,0.59
Steven Hunter,ORL,13.4,0.329,0.504
Steven Smith,NOH,13.0,0.345,0.543
Stromile Swift,MEM,19.9,0.302,0.53
T.J. Ford,MIL,27.0,0.706,0.443
Tayshaun Prince,DET,32.9,0.352,0.536
Theo Ratliff,POR,31.3,0.357,0.521
Tim Duncan,SAS,36.6,0.468,0.534
Tim Thomas,NYK,31.7,0.397,0.534
Tom Gugliotta,UTA,14.9,0.271,0.374
Toni Kukoc,MIL,20.7,0.374,0.519
Tony Battie,CLE,20.2,0.335,0.482
Tony Delk,DAL,15.6,0.429,0.484
Tony Massenburg,SAC,13.3,0.423,0.509
Tony Parker,SAS,34.4,0.624,0.516
Tracy McGrady,ORL,40.1,0.502,0.526
Travis Best,DAL,12.5,0.688,0.445
Travis Hansen,ATL,12.4,0.435,0.433
Trenton Hassell,MIN,27.9,0.198,0.498
Tyronn Lue,ORL,30.7,0.599,0.518
Tyson Chandler,CHI,22.5,0.433,0.507
Udonis Haslem,MIA,24.0,0.356,0.521
Vin Baker,NYK,24.5,0.37,0.53
Vince Carter,TOR,38.2,0.543,0.501
Vitaly Potapenko,SEA,21.9,0.17,0.511
Vlade Divac,SAC,28.6,0.354,0.511
Vladimir Radmanovic,SEA,30.2,0.307,0.533
Vladimir Stepania,POR,10.8,0.302,0.454
Voshon Lenard,DEN,30.7,0.312,0.512
Walter McCarty,BOS,24.7,0.153,0.541
Wesley Person,ATL,17.8,0.119,0.51
Willie Green,PHI,14.5,0.462,0.464
Yao Ming,HOU,32.9,0.387,0.586
Zach Randolph,POR,37.9,0.403,0.528
Zarko Cabarkapa,PHX,11.7,0.296,0.461
Zaza Pachulia,ORL,11.2,0.412,0.452
Zendon Hamilton,PHI,10.5,0.294,0.616
Zydrunas Ilgauskas,CLE,31.4,0.35,0.541
