name,team,min,uast,ts
Damon Stoudamire,POR,34.2,0.453,0.51
Dan Dickau,NOH,29.3,0.598,0.518
Dan Gadzuric,MIL,22.0,0.416,0.551
Danny Fortson,SEA,16.9,0.449,0.682
Darius Miles,POR,26.9,0.387,0.511
Darius Songaila,SAC,20.5,0.261,0.566
Darrell Armstrong,DAL,15.0,0.472,0.43
David Harrison,IND,17.7,0.406,0.589
David Wesley,HOU,34.7,0.174,0.513
DeShawn Stevenson,ORL,19.6,0.431,0.456
Delonte West,BOS,12.9,0.333,0.524
DerMarr Johnson,DEN,17.2,0.286,0.605
Derek Anderson,POR,26.3,0.401,0.503
Derek Fisher,GSW,30.0,0.444,0.519
Desmond Mason,MIL,36.1,0.435,0.526
Devin Brown,SAS,18.4,0.237,0.53
Devin Harris,DAL,15.5,0.592,0.53
Dikembe Mutombo,HOU,15.3,0.5,0.575
Dirk Nowitzki,DAL,38.8,0.466,0.578
Donta Smith,ATL,11.4,0.477,0.473
Donyell Marshall,TOR,25.5,0.141,0.591
Doug Christie,ORL,29.2,0.2,0.471
Drew Gooden,CLE,30.8,0.321,0.548
Dwight Howard,ORL,32.7,0.474,0.571
Dwyane Wade,MIA,38.7,0.748,0.561
Earl Boykins,DEN,26.4,0.541,0.529
Earl Watson,MEM,22.7,0.703,0.5
Eddie Gill,IND,13.9,0.37,0.484
Eddie Griffin,MIN,21.3,0.292,0.474
Eddie House,SAC,13.0,0.345,0.525
Eddie Jones,MIA,35.5,0.191,0.556
Eddy Curry,CHI,28.8,0.277,0.583
Eduardo Najera,DEN,17.4,0.276,0.489
Elton Brand,LAC,37.1,0.359,0.554
Emeka Okafor,CHA,35.6,0.306,0.479
Eric Piatkowski,CHI,12.3,0.207,0.573
Eric Snow,CLE,22.7,0.28,0.445
Eric Williams,TOR,24.1,0.415,0.529
Erick Dampier,DAL,27.2,0.317,0.58
Erick Strickland,MIL,16.3,0.404,0.453
Etan Thomas,WAS,20.8,0.406,0.521
Flip Murray,SEA,17.9,0.626,0.433
Francisco Elson,DEN,14.0,0.188,0.494
Fred Hoiberg,MIN,16.7,0.058,0.664
Fred Jones,IND,29.5,0.6,0.551
Gary Payton,BOS,33.1,0.537,0.537
George Lynch,NOH,21.2,0.191,0.412
Gerald Wallace,CHA,30.7,0.336,0.51
Gilbert Arenas,WAS,41.0,0.614,0.565
Gordan Giricek,UTA,20.4,0.318,0.516
Grant Hill,ORL,35.0,0.489,0.565
Greg Buckner,DEN,21.7,0.162,0.638
Hedo Turkoglu,ORL,26.4,0.439,0.532
Howard Eisley,UTA,19.3,0.484,0.47
Ira Newble,CLE,24.7,0.154,0.482
JR Smith,NOH,24.5,0.353,0.478
Jabari Smith,NJN,14.4,0.161,0.482
Jackson Vroman,NOH,15.4,0.341,0.457
Jacque Vaughn,NJN,19.7,0.336,0.511
Jalen Rose,TOR,33.5,0.539,0.562
Jamaal Tinsley,IND,32.5,0.766,0.518
Jamal Crawford,NYK,38.4,0.483,0.521
Jameer Nelson,ORL,20.4,0.542,0.51
James Jones,IND,17.6,0.238,0.537
James Posey,MEM,27.7,0.283,0.5
Jannero Pargo,CHI,14.1,0.463,0.457
Jared Jeffries,WAS,26.1,0.515,0.512
Jarron Collins,UTA,19.2,0.277,0.509
Jarvis Hayes,WAS,28.9,0.364,0.475
Jason Collier,ATL,13.5,0.293,0.494
Jason Collins,NJN,31.8,0.247,0.471
Jason Hart,CHA,25.5,0.572,0.534
Jason Kapono,CHA,18.4,0.167,0.486
Jason Kidd,NJN,37.1,0.421,0.506
Jason Richardson,GSW,37.8,0.474,0.518
Jason Terry,DAL,30.0,0.637,0.606
Jason Williams,MEM,27.5,0.598,0.522
Jeff Foster,IND,26.3,0.429,0.551
Jeff McInnis,CLE,34.9,0.422,0.495
Jermaine O'Neal,IND,35.0,0.399,0.52
Jerome James,SEA,16.6,0.471,0.533
Jerome Williams,NYK,15.3,0.393,0.563
Jerry Stackhouse,DAL,28.9,0.518,0.525
Jim Jackson,PHX,31.2,0.302,0.553
Jiri Welsch,CLE,18.6,0.275,0.518
Joe Johnson,PHX,39.5,0.504,0.556
Joe Smith,MIL,30.7,0.251,0.564
Joel Przybilla,POR,24.4,0.246,0.596
John Salmons,PHI,17.0,0.482,0.511
John Thomas,MIN,11.8,0.286,0.522
Jon Barry,HOU,21.8,0.286,0.57
Josh Childress,ATL,29.6,0.437,0.543
Josh Howard,DAL,32.2,0.451,0.535
Josh Smith,ATL,27.7,0.383,0.506
Juan Dixon,WAS,16.7,0.462,0.518
Jumaine Jones,LAL,24.1,0.186,0.556
Juwan Howard,HOU,26.6,0.311,0.494
Kareem Rush,CHA,20.1,0.369,0.471
Keith Bogans,CHA,24.3,0.397,0.465
Keith McLeod,UTA,26.1,0.692,0.44
Keith Van Horn,DAL,24.2,0.385,0.55
Kelvin Cato,ORL,24.5,0.225,0.6
Kenny Anderson,LAC,17.3,0.459,0.467
Kenny Thomas,SAC,29.7,0.305,0.515
Kenyon Martin,DEN,32.6,0.336,0.521
Kevin Garnett,MIN,38.1,0.335,0.567
Kevin Martin,SAC,10.2,0.533,0.464
Keyon Dooling,MIA,16.0,0.719,0.486
Kirk Hinrich,CHI,36.3,0.47,0.495
Kirk Snyder,UTA,13.2,0.295,0.456
Kobe Bryant,LAL,40.8,0.658,0.563
Kris Humphries,UTA,13.0,0.379,0.419
Kurt Thomas,NYK,35.7,0.165,0.488
Kwame Brown,WAS,21.6,0.422,0.497
Kyle Korver,PHI,32.5,0.145,0.588
Lamar Odom,LAL,36.2,0.525,0.539
Lamond Murray,TOR,14.8,0.28,0.537
Larry Hughes,WAS,38.6,0.587,0.523
Latrell Sprewell,MIN,30.6,0.342,0.489
LeBron James,CLE,42.3,0.547,0.554
Leandro Barbosa,PHX,17.2,0.512,0.575
Lee Nailon,NOH,29.6,0.32,0.511
Lindsey Hunter,DET,14.9,0.389,0.435
Lionel Chalmers,LAC,11.8,0.619,0.409
Loren Woods,TOR,15.6,0.549,0.463
Lorenzen Wright,MEM,28.6,0.266,0.501
Lucious Harris,CLE,15.4,0.136,0.475
Luke Ridnour,SEA,31.4,0.632,0.504
Luke Walton,LAL,12.5,0.297,0.492
Luol Deng,CHI,27.2,0.314,0.496
Maciej Lampe,NOH,10.3,0.245,0.406
Malik Allen,CHA,14.3,0.357,0.512
Malik Rose,NYK,19.5,0.333,0.511
Manu Ginobili,SAS,29.7,0.441,0.609
Marc Jackson,PHI,24.3,0.326,0.548
Marcus Banks,BOS,14.1,0.635,0.52
Marcus Camby,DEN,30.6,0.28,0.505
Marcus Fizer,MIL,16.7,0.361,0.498
Mark Blount,BOS,26.1,0.248,0.559
Mark Madsen,MIN,14.7,0.5,0.526
Marko Jaric,LAC,33.2,0.455,0.5
Marquis Daniels,DAL,23.6,0.564,0.484
Matt Barnes,SAC,16.4,0.29,0.465
Matt Bonner,TOR,18.8,0.308,0.596
Matt Harpring,UTA,33.1,0.256,0.549
Maurice Evans,SAC,18.8,0.412,0.511
Maurice Taylor,NYK,20.7,0.394,0.48
Mehmet Okur,UTA,28.1,0.421,0.569
Melvin Ely,CHA,21.0,0.52,0.465
Michael Doleac,MIA,14.6,0.135,0.46
Michael Finley,DAL,37.0,0.37,0.519
Michael Olowokandi,MIN,19.6,0.404,0.48
Michael Redd,MIL,38.0,0.426,0.536
Michael Ruffin,WAS,15.9,0.561,0.432
Michael Sweetney,NYK,19.5,0.414,0.592
Mickael Pietrus,GSW,19.9,0.35,0.539
Mike Bibby,SAC,38.6,0.448,0.543
Mike Dunleavy,GSW,32.5,0.282,0.539
Mike James,HOU,25.1,0.52,0.534
Mike Miller,MEM,30.0,0.289,0.614
Mikki Moore,LAC,15.8,0.326,0.571
Milt Palacio,TOR,19.1,0.589,0.507
Mo Williams,MIL,28.3,0.7,0.504
Morris Peterson,TOR,30.7,0.298,0.543
Nazr Mohammed,SAS,25.2,0.478,0.521
Nenad Krstic,NJN,26.2,0.317,0.547
Nene,DEN,23.9,0.289,0.551
Nick Collison,SEA,17.0,0.429,0.569
Nick Van Exel,POR,30.5,0.467,0.494
Obinna Ekezie,ATL,17.4,0.291,0.516
Othella Harrington,CHI,18.3,0.401,0.559
P.J. Brown,NOH,34.5,0.287,0.512
Pat Garrity,ORL,13.4,0.138,0.505
Pau Gasol,MEM,31.8,0.429,0.582
Paul Pierce,BOS,36.1,0.523,0.583
Peja Stojakovic,SAC,38.5,0.266,0.584
Predrag Drobnjak,ATL,20.3,0.244,0.501
Primoz Brezec,CHA,31.7,0.357,0.55
Quentin Richardson,PHX,36.0,0.287,0.522
Quinton Ross,LAC,21.0,0.317,0.471
Raef LaFrentz,BOS,27.5,0.164,0.587
Rafael Araujo,TOR,12.5,0.368,0.492
Rafer Alston,TOR,34.0,0.712,0.522
Raja Bell,UTA,28.5,0.185,0.527
Rashard Lewis,SEA,38.1,0.378,0.571
Rasheed Wallace,DET,34.1,0.338,0.499
Rasho Nesterovic,SAS,25.5,0.293,0.463
Rasual Butler,MIA,18.4,0.227,0.488
Raul Lopez,UTA,16.7,0.579,0.538
Ray Allen,SEA,39.3,0.528,0.555
Reggie Evans,SEA,23.8,0.427,0.512
Reggie Miller,IND,32.0,0.248,0.582
Richard Hamilton,DET,38.6,0.396,0.528
Richard Jefferson,NJN,41.3,0.458,0.537
Richie Frahm,POR,11.4,0.214,0.543
Rick Brunson,LAC,24.2,0.367,0.46
Ricky Davis,BOS,32.8,0.441,0.547
Robert Horry,SAS,18.8,0.204,0.533
Robert Traylor,CLE,18.0,0.362,0.461
Rodney Buford,NJN,20.5,0.246,0.437
Rodney Rogers,PHI,23.6,0.233,0.462
Rodney White,GSW,11.7,0.298,0.475
Royal Ivey,ATL,13.1,0.471,0.484
Ruben Patterson,POR,28.1,0.389,0.558
Sam Cassell,MIN,25.8,0.639,0.529
Samuel Dalembert,PHI,24.9,0.248,0.543
Sasha Pavlovic,CLE,13.3,0.225,0.516
Sasha Vujacic,LAL,11.5,0.152,0.403
Scot Pollard,IND,17.7,0.367,0.506
Scott Padgett,HOU,14.2,0.153,0.549
Sebastian Telfair,POR,19.6,0.609,0.471
Shandon Anderson,MIA,17.8,0.296,0.518
Shane Battier,MEM,31.5,0.343,0.555
Shaquille O'Neal,MIA,34.2,0.47,0.583
Shareef Abdur-Rahim,POR,34.7,0.362,0.581
Shawn Bradley,DAL,11.4,0.238,0.494
Shawn Marion,PHX,38.8,0.266,0.556
Speedy Claxton,NOH,30.2,0.728,0.493
Stacey Augmon,ORL,11.9,0.471,0.48
Stephen Jackson,IND,35.2,0.452,0.518
Stephon Marbury,NYK,40.2,0.707,0.575
Steve Blake,WAS,14.7,0.377,0.468
Steve Francis,ORL,38.1,0.739,0.521
Steve Nash,PHX,34.2,0.798,0.606
Steven Hunter,PHX,13.8,0.356,0.596
Steven Smith,MIA,14.9,0.324,0.554
Stromile Swift,MEM,21.3,0.352,0.517
Tayshaun Prince,DET,37.1,0.375,0.556
Theo Ratliff,POR,27.4,0.296,0.5
Theron Smith,CHA,15.4,0.227,0.367
Tierre Brown,LAL,13.9,0.613,0.437
Tim Duncan,SAS,33.4,0.491,0.54
Tim Thomas,NYK,27.3,0.375,0.536
Tom Gugliotta,ATL,20.5,0.172,0.46
Toni Kukoc,MIL,20.8,0.333,0.523
Tony Allen,BOS,16.3,0.424,0.542
Tony Battie,ORL,23.6,0.27,0.498
Tony Delk,ATL,24.1,0.386,0.512
Tony Massenburg,SAS,11.3,0.311,0.467
Tony Parker,SAS,34.2,0.638,0.528
Tracy McGrady,HOU,40.9,0.611,0.526
Travis Best,NJN,19.2,0.489,0.508
Travis Outlaw,POR,13.4,0.481,0.532
Trenton Hassell,MIN,25.3,0.324,0.515
Trevor Ariza,NYK,17.3,0.372,0.503
Troy Hudson,MIN,22.1,0.613,0.491
Troy Murphy,GSW,34.0,0.304,0.495
Tyronn Lue,ATL,28.7,0.708,0.542
Tyson Chandler,CHI,27.3,0.493,0.565
Udonis Haslem,MIA,33.5,0.266,0.588
Viktor Khryapa,POR,16.5,0.167,0.474
Vince Carter,NJN,36.9,0.432,0.541
Vitaly Potapenko,SEA,10.2,0.267,0.581
Vladimir Radmanovic,SEA,29.5,0.285,0.534
Wally Szczerbiak,MIN,31.7,0.252,0.595
Walter McCarty,PHX,12.5,0.084,0.525
Wesley Person,DEN,16.4,0.112,0.57
Willie Green,PHI,18.7,0.574,0.457
Yao Ming,HOU,30.7,0.284,0.614
Zach Randolph,POR,34.9,0.452,0.511
Zarko Cabarkapa,GSW,11.9,0.326,0.579
Zaza Pachulia,MIL,18.9,0.331,0.526
Zeljko Rebraca,LAC,16.0,0.331,0.625
Zoran Planinic,NJN,11.9,0.462,0.534
Zydrunas Ilgauskas,CLE,33.5,0.345,0.55
