name,team,min,uast,ts
Derek Fisher,OKC,23.9,0.395,0.464
Deron Williams,NJN,36.3,0.624,0.527
Derrick Brown,CHA,22.2,0.373,0.556
Derrick Favors,UTA,21.2,0.428,0.537
Derrick Rose,CHI,35.2,0.768,0.532
Derrick Williams,MIN,21.5,0.322,0.499
Devin Harris,UTA,27.6,0.485,0.564
Dirk Nowitzki,DAL,33.5,0.364,0.564
Dominic McGuire,GSW,17.6,0.394,0.486
Donald Sloan,CLE,20.3,0.684,0.433
Donte Greene,SAC,14.7,0.25,0.491
Dorell Wright,GSW,27.1,0.261,0.553
Drew Gooden,MIL,26.2,0.328,0.512
Dwight Howard,ORL,38.3,0.495,0.569
Dwyane Wade,MIA,33.2,0.601,0.559
Earl Clark,ORL,12.4,0.235,0.405
Earl Watson,UTA,20.6,0.63,0.413
Ed Davis,TOR,23.2,0.285,0.544
Ekpe Udoh,MIL,21.2,0.409,0.493
Elton Brand,PHI,28.9,0.237,0.521
Enes Kanter,UTA,13.2,0.547,0.539
Eric Bledsoe,LAC,11.6,0.612,0.454
Ersan Ilyasova,MIL,27.6,0.241,0.577
Evan Turner,PHI,26.3,0.525,0.478
Francisco Garcia,SAC,16.3,0.174,0.483
Gary Forbes,TOR,14.9,0.5,0.513
Gary Neal,SAS,21.5,0.585,0.542
George Hill,IND,25.5,0.56,0.557
Gerald Green,NJN,25.2,0.325,0.574
Gerald Henderson,CHA,33.3,0.404,0.511
Gerald Wallace,NJN,35.8,0.373,0.547
Glen Davis,ORL,23.4,0.347,0.466
Goran Dragic,HOU,26.5,0.715,0.567
Gordon Hayward,UTA,30.5,0.27,0.568
Grant Hill,PHX,28.1,0.313,0.5
Greg Monroe,DET,31.5,0.531,0.563
Greg Stiemsma,BOS,13.9,0.106,0.579
Greivis Vasquez,NOH,25.8,0.64,0.513
Gustavo Ayon,NOH,20.2,0.2,0.552
Hakim Warrick,PHX,14.4,0.459,0.503
Hedo Turkoglu,ORL,31.2,0.608,0.528
Henry Walker,NYK,19.4,0.25,0.526
Ian Mahinmi,DAL,18.7,0.292,0.585
Iman Shumpert,NYK,28.9,0.579,0.484
Isaiah Thomas,SAC,25.5,0.594,0.574
Ivan Johnson,ATL,16.7,0.248,0.558
J.J. Barea,MIN,25.2,0.749,0.502
JJ Hickson,POR,23.0,0.404,0.501
JJ Redick,ORL,27.1,0.315,0.575
JR Smith,NYK,27.6,0.479,0.508
JaVale McGee,DEN,25.2,0.362,0.552
Jamaal Magloire,TOR,11.0,0.118,0.36
Jamaal Tinsley,UTA,13.7,0.667,0.461
Jamal Crawford,POR,26.9,0.597,0.506
Jameer Nelson,ORL,29.9,0.653,0.524
James Anderson,SAS,11.8,0.227,0.483
James Harden,OKC,31.4,0.505,0.66
James Johnson,TOR,25.2,0.464,0.498
James Jones,MIA,13.1,0.053,0.567
Jan Vesely,WAS,18.9,0.299,0.544
Jannero Pargo,ATL,13.4,0.343,0.539
Jared Dudley,PHX,31.1,0.24,0.575
Jared Jeffries,NYK,18.7,0.356,0.484
Jarrett Jack,NOH,34.0,0.729,0.54
Jason Kidd,DAL,28.7,0.333,0.524
Jason Maxiell,DET,22.6,0.311,0.493
Jason Richardson,ORL,29.5,0.276,0.502
Jason Smith,NOH,23.7,0.193,0.537
Jason Terry,DAL,31.7,0.499,0.54
Jason Thompson,SAC,25.9,0.397,0.558
Jeff Teague,ATL,33.1,0.691,0.551
Jeremy Lin,NYK,26.9,0.76,0.552
Jeremy Tyler,GSW,13.5,0.432,0.442
Jerryd Bayless,TOR,22.7,0.547,0.561
Jimmer Fredette,SAC,18.6,0.529,0.495
Joakim Noah,CHI,30.4,0.361,0.561
Jodie Meeks,PHI,24.9,0.12,0.551
Joe Johnson,ATL,35.4,0.494,0.557
Joel Anthony,MIA,21.1,0.306,0.598
Johan Petro,NJN,15.6,0.183,0.452
John Lucas III,CHI,14.8,0.65,0.496
John Salmons,SAC,27.2,0.511,0.471
John Wall,WAS,36.2,0.78,0.502
Jon Leuer,MIL,12.1,0.309,0.536
Jonas Jerebko,DET,22.9,0.222,0.548
Jordan Crawford,WAS,27.4,0.613,0.488
Jordan Farmar,NJN,21.3,0.456,0.592
Jordan Hill,LAL,14.1,0.378,0.522
Jordan Williams,NJN,14.8,0.286,0.544
Jose Calderon,TOR,33.9,0.61,0.547
Josh Childress,PHX,14.5,0.333,0.501
Josh Harrellson,NYK,14.6,0.254,0.505
Josh Howard,UTA,23.0,0.41,0.461
Josh McRoberts,LAL,14.4,0.214,0.516
Josh Smith,ATL,35.3,0.359,0.499
Jrue Holiday,PHI,33.8,0.633,0.496
Kawhi Leonard,SAS,24.0,0.377,0.573
Kemba Walker,CHA,27.2,0.658,0.464
Kendrick Perkins,OKC,26.8,0.367,0.528
Kenneth Faried,DEN,22.5,0.343,0.618
Kenyon Martin,LAC,22.4,0.258,0.445
Kevin Durant,OKC,38.6,0.519,0.61
Kevin Garnett,BOS,31.1,0.235,0.55
Kevin Love,MIN,39.0,0.42,0.568
Kevin Martin,HOU,31.6,0.477,0.554
Kevin Seraphin,WAS,20.6,0.384,0.549
Keyon Dooling,BOS,14.4,0.409,0.515
Kirk Hinrich,ATL,25.8,0.385,0.511
Klay Thompson,GSW,24.4,0.27,0.545
Kobe Bryant,LAL,38.5,0.556,0.527
Kosta Koufos,DEN,16.5,0.391,0.608
Kris Humphries,NJN,34.9,0.316,0.539
Kurt Thomas,POR,15.1,0.123,0.483
Kyle Korver,CHI,22.6,0.067,0.6
Kyle Lowry,HOU,32.1,0.624,0.558
Kyrie Irving,CLE,30.5,0.689,0.566
LaMarcus Aldridge,POR,36.3,0.464,0.56
Lamar Odom,DAL,20.5,0.366,0.423
Lance Stephenson,IND,10.5,0.745,0.4
Lance Thomas,NOH,15.0,0.246,0.541
Landry Fields,NYK,28.7,0.39,0.506
Larry Sanders,MIL,12.4,0.274,0.463
Lavoy Allen,PHI,15.2,0.152,0.488
LeBron James,MIA,37.5,0.626,0.605
Leandro Barbosa,IND,21.6,0.387,0.512
Linas Kleiza,TOR,21.6,0.242,0.521
Lou Amundson,IND,12.5,0.371,0.438
Lou Williams,PHI,26.3,0.597,0.525
Luc Mbah a Moute,MIL,23.5,0.293,0.544
Luis Scola,HOU,31.3,0.378,0.526
Luke Babbitt,POR,13.4,0.338,0.556
Luke Ridnour,MIN,33.0,0.657,0.53
Luol Deng,CHI,39.4,0.354,0.5
Manu Ginobili,SAS,23.3,0.507,0.668
MarShon Brooks,NJN,29.4,0.65,0.502
Marc Gasol,MEM,36.5,0.317,0.541
Marcin Gortat,PHX,32.0,0.204,0.578
Marco Belinelli,NOH,29.8,0.206,0.525
Marcus Camby,HOU,22.9,0.383,0.455
Marcus Thornton,SAC,34.9,0.395,0.544
Mario Chalmers,MIA,28.5,0.453,0.578
Markieff Morris,PHX,19.5,0.333,0.484
Marquis Daniels,BOS,12.7,0.346,0.395
Marreese Speights,MEM,22.4,0.357,0.491
Martell Webster,MIN,24.2,0.4,0.533
Marvin Williams,ATL,26.3,0.276,0.542
Matt Barnes,LAL,22.9,0.194,0.554
Matt Bonner,SAS,20.4,0.117,0.597
Matt Carroll,CHA,11.3,0.231,0.409
Metta World Peace,LAL,26.9,0.372,0.478
Michael Beasley,MIN,23.1,0.52,0.502
Michael Redd,PHX,15.1,0.368,0.511
Mickael Pietrus,BOS,21.9,0.221,0.509
Mike Bibby,NYK,14.3,0.114,0.404
Mike Conley,MEM,35.1,0.666,0.523
Mike Dunleavy,MIL,26.3,0.167,0.597
Mike Miller,MIA,19.3,0.176,0.561
Mo Williams,LAC,28.3,0.485,0.53
Monta Ellis,MIL,36.6,0.591,0.509
Nate Robinson,GSW,23.4,0.649,0.534
Nazr Mohammed,OKC,11.0,0.291,0.477
Nene,WAS,28.5,0.355,0.573
Nick Collison,OKC,20.7,0.317,0.622
Nick Young,LAC,27.9,0.453,0.512
Nicolas Batum,POR,30.4,0.228,0.575
Nikola Pekovic,MIN,26.9,0.371,0.607
Nikola Vucevic,PHI,15.9,0.344,0.462
Nolan Smith,POR,12.3,0.537,0.434
Norris Cole,MIA,19.4,0.621,0.452
O.J. Mayo,MEM,26.8,0.487,0.513
Omer Asik,CHI,14.7,0.304,0.509
Omri Casspi,CLE,20.6,0.265,0.499
Patrick Patterson,HOU,23.2,0.293,0.457
Pau Gasol,LAL,37.4,0.351,0.547
Paul George,IND,29.7,0.427,0.555
Paul Millsap,UTA,32.8,0.437,0.545
Paul Pierce,BOS,34.0,0.426,0.567
Quentin Richardson,ORL,18.0,0.203,0.511
Quincy Pondexter,MEM,15.7,0.315,0.517
Raja Bell,UTA,23.4,0.062,0.586
Rajon Rondo,BOS,36.9,0.73,0.483
Ramon Sessions,LAL,26.7,0.657,0.535
Randy Foye,LAC,25.9,0.293,0.522
Rasual Butler,TOR,13.3,0.146,0.398
Ray Allen,BOS,34.0,0.221,0.607
Raymond Felton,POR,31.8,0.678,0.491
Reggie Evans,LAC,13.8,0.559,0.504
Reggie Jackson,OKC,11.1,0.706,0.408
Reggie Williams,CHA,22.6,0.264,0.503
Richard Jefferson,GSW,27.7,0.182,0.55
Ricky Rubio,MIN,34.2,0.719,0.476
Robin Lopez,PHX,14.0,0.484,0.526
Rodney Stuckey,DET,29.9,0.609,0.55
Rodrigue Beaubois,DAL,21.7,0.628,0.496
Roger Mason Jr.,WAS,13.4,0.184,0.53
Ronnie Brewer,CHI,24.8,0.247,0.465
Ronnie Price,PHX,14.4,0.673,0.465
Roy Hibbert,IND,29.8,0.518,0.539
Royal Ivey,OKC,10.4,0.192,0.464
Rudy Fernandez,DEN,22.9,0.192,0.549
Rudy Gay,MEM,37.3,0.559,0.521
Russell Westbrook,OKC,35.3,0.782,0.538
Ryan Anderson,ORL,32.2,0.265,0.589
Ryan Gomes,LAC,13.3,0.065,0.371
Ryan Hollins,BOS,13.4,0.239,0.56
Sam Young,PHI,10.7,0.4,0.412
Samardo Samuels,CLE,15.3,0.419,0.517
Samuel Dalembert,HOU,22.3,0.4,0.551
Sasha Pavlovic,BOS,11.7,0.24,0.456
Sebastian Telfair,PHX,14.9,0.773,0.495
Serge Ibaka,OKC,27.1,0.324,0.556
Shane Battier,MIA,23.1,0.15,0.504
Shannon Brown,PHX,23.7,0.41,0.507
Shaun Livingston,MIL,18.8,0.417,0.52
Shawn Marion,DAL,30.5,0.351,0.488
Shelden Williams,NJN,22.0,0.302,0.543
Shelvin Mack,WAS,12.2,0.693,0.468
Spencer Hawes,PHI,24.9,0.256,0.517
Stephen Jackson,SAS,25.8,0.409,0.485
Steve Blake,LAL,23.3,0.337,0.493
Steve Nash,PHX,31.6,0.844,0.625
Steve Novak,NYK,18.9,0.043,0.684
Sundiata Gaines,NJN,13.9,0.696,0.465
Taj Gibson,CHI,20.4,0.31,0.522
Tayshaun Prince,DET,33.1,0.44,0.47
Thabo Sefolosha,OKC,21.8,0.254,0.584
Thaddeus Young,PHI,27.9,0.348,0.538
Tiago Splitter,SAS,19.0,0.33,0.649
Tim Duncan,SAS,28.2,0.385,0.531
Timofey Mozgov,DEN,15.6,0.2,0.556
Tobias Harris,MIL,11.4,0.304,0.54
Toney Douglas,NYK,17.3,0.521,0.393
Tony Allen,MEM,26.3,0.367,0.541
Tony Parker,SAS,32.1,0.77,0.539
Tracy McGrady,ATL,16.1,0.347,0.51
Travis Outlaw,SAC,12.8,0.333,0.428
Trevor Ariza,NOH,32.9,0.375,0.496
Trevor Booker,WAS,25.2,0.414,0.549
Tristan Thompson,CLE,23.7,0.51,0.469
Troy Murphy,LAL,16.2,0.078,0.537
Ty Lawson,DEN,34.8,0.631,0.579
Tyler Hansbrough,IND,21.9,0.397,0.511
Tyreke Evans,SAC,34.3,0.652,0.512
Tyrus Thomas,CHA,18.8,0.267,0.418
Tyson Chandler,NYK,33.2,0.191,0.708
Udonis Haslem,MIA,24.8,0.245,0.479
Vince Carter,DAL,25.3,0.538,0.519
Vladimir Radmanovic,ATL,15.4,0.149,0.524
Von Wafer,ORL,14.2,0.648,0.537
Wayne Ellington,MIN,19.1,0.352,0.487
Wesley Johnson,MIN,22.6,0.259,0.477
Wesley Matthews,POR,33.8,0.363,0.539
Will Bynum,DET,14.3,0.743,0.459
Willie Green,ATL,17.4,0.209,0.578
Xavier Henry,NOH,16.9,0.344,0.45
Zaza Pachulia,ATL,28.3,0.29,0.557
