name,team,min,uast,ts
Jason Maxiell,DET,18.0,0.332,0.58
Jason Richardson,PHX,33.5,0.338,0.571
Jason Terry,DAL,33.7,0.438,0.571
Jason Thompson,SAC,28.1,0.368,0.54
Javaris Crittenton,WAS,18.6,0.656,0.487
Jeff Foster,IND,24.7,0.362,0.542
Jeff Green,OKC,36.8,0.403,0.536
Jermaine O'Neal,MIA,29.8,0.419,0.522
Jerryd Bayless,POR,12.4,0.551,0.487
Joakim Noah,CHI,24.2,0.411,0.594
Joe Alexander,MIL,12.1,0.255,0.494
Joe Johnson,ATL,39.5,0.606,0.534
Joe Smith,CLE,19.3,0.256,0.507
Joel Anthony,MIA,16.1,0.404,0.521
Joel Przybilla,POR,23.8,0.411,0.652
Joey Graham,TOR,19.8,0.338,0.542
Johan Petro,DEN,11.4,0.247,0.429
John Salmons,CHI,37.5,0.576,0.58
Jordan Farmar,LAL,18.3,0.46,0.466
Jose Calderon,TOR,34.3,0.638,0.613
Josh Boone,NJN,16.0,0.265,0.513
Josh Howard,DAL,32.0,0.453,0.532
Josh Powell,LAL,11.7,0.264,0.479
Josh Smith,ATL,35.1,0.354,0.533
Juan Dixon,WAS,16.3,0.634,0.478
Julian Wright,NOH,14.3,0.422,0.479
Juwan Howard,CHA,11.2,0.293,0.534
Keith Bogans,MIL,19.6,0.176,0.521
Kelenna Azubuike,GSW,32.1,0.413,0.562
Kendrick Perkins,BOS,29.6,0.438,0.591
Kenyon Martin,DEN,32.0,0.289,0.523
Kevin Durant,OKC,39.0,0.433,0.577
Kevin Garnett,BOS,31.1,0.257,0.563
Kevin Love,MIN,25.3,0.402,0.538
Kevin Martin,SAC,38.2,0.434,0.601
Kevin Ollie,MIN,17.0,0.475,0.525
Keyon Dooling,NJN,26.9,0.533,0.562
Kirk Hinrich,CHI,26.2,0.459,0.551
Kobe Bryant,LAL,36.1,0.628,0.561
Kosta Koufos,UTA,11.8,0.362,0.54
Kurt Thomas,SAS,17.8,0.19,0.53
Kwame Brown,DET,17.2,0.289,0.546
Kyle Korver,UTA,24.0,0.078,0.572
Kyle Lowry,HOU,21.8,0.656,0.547
Kyle Weaver,OKC,20.8,0.372,0.551
LaMarcus Aldridge,POR,37.1,0.428,0.529
Lamar Odom,LAL,29.7,0.396,0.542
Larry Hughes,NYK,26.9,0.33,0.515
LeBron James,CLE,37.7,0.664,0.591
Leandro Barbosa,PHX,24.4,0.44,0.588
Leon Powe,BOS,17.5,0.441,0.591
Linas Kleiza,DEN,22.2,0.163,0.552
Lou Amundson,PHX,13.7,0.299,0.53
Lou Williams,PHI,23.7,0.64,0.513
Luc Mbah a Moute,MIL,25.8,0.273,0.516
Luis Scola,HOU,30.3,0.295,0.572
Luke Ridnour,MIL,28.2,0.648,0.5
Luke Walton,LAL,17.9,0.246,0.491
Luol Deng,CHI,34.0,0.272,0.511
Luther Head,MIA,15.5,0.418,0.482
Malik Allen,MIL,11.8,0.247,0.435
Malik Rose,OKC,12.4,0.467,0.424
Manu Ginobili,SAS,26.8,0.543,0.594
Marc Gasol,MEM,30.7,0.503,0.59
Marcin Gortat,ORL,12.6,0.274,0.578
Marco Belinelli,GSW,21.0,0.407,0.547
Marcus Camby,LAC,31.1,0.323,0.556
Mardy Collins,LAC,18.5,0.61,0.47
Mario Chalmers,MIA,32.0,0.514,0.548
Marko Jaric,MEM,11.4,0.542,0.417
Marquis Daniels,IND,31.5,0.469,0.491
Marreese Speights,PHI,16.0,0.234,0.543
Marvin Williams,ATL,34.3,0.319,0.569
Matt Barnes,PHX,27.0,0.288,0.537
Matt Bonner,SAS,23.8,0.177,0.611
Matt Carroll,DAL,11.2,0.185,0.451
Matt Harpring,UTA,11.0,0.198,0.508
Maurice Evans,ATL,23.0,0.303,0.558
Mehmet Okur,UTA,33.5,0.339,0.592
Melvin Ely,NOH,12.0,0.432,0.438
Metta World Peace,HOU,35.5,0.538,0.512
Michael Beasley,MIA,24.8,0.423,0.528
Michael Finley,SAS,28.8,0.153,0.547
Michael Redd,MIL,36.5,0.406,0.566
Mickael Pietrus,ORL,24.6,0.239,0.538
Mike Bibby,ATL,34.7,0.375,0.544
Mike Conley,MEM,30.6,0.632,0.548
Mike James,WAS,27.0,0.452,0.483
Mike Miller,MIN,32.3,0.386,0.588
Mike Taylor,LAC,15.1,0.682,0.477
Mikki Moore,BOS,17.2,0.237,0.593
Mo Williams,CLE,35.0,0.534,0.588
Morris Peterson,NOH,12.0,0.178,0.499
Nate Robinson,NYK,29.8,0.581,0.549
Nenad Krstic,OKC,24.8,0.215,0.504
Nene,DEN,32.6,0.248,0.645
Nick Collison,OKC,25.8,0.337,0.599
Nick Young,WAS,22.4,0.622,0.53
Nicolas Batum,POR,18.4,0.224,0.555
O.J. Mayo,MEM,38.1,0.584,0.539
Pau Gasol,LAL,37.0,0.426,0.617
Paul Millsap,UTA,30.1,0.353,0.576
Paul Pierce,BOS,37.5,0.513,0.582
Peja Stojakovic,NOH,34.2,0.199,0.531
Quentin Richardson,NYK,26.3,0.324,0.51
Quinton Ross,MEM,17.1,0.283,0.478
Rafer Alston,ORL,31.8,0.639,0.494
Raja Bell,CHA,34.6,0.184,0.548
Rajon Rondo,BOS,33.0,0.684,0.543
Ramon Sessions,MIL,27.5,0.612,0.525
Randy Foye,MIN,35.6,0.619,0.517
Rashad McCants,SAC,19.0,0.484,0.504
Rashard Lewis,ORL,36.2,0.354,0.58
Rasheed Wallace,DET,32.2,0.245,0.52
Rasho Nesterovic,IND,17.4,0.192,0.524
Rasual Butler,NOH,31.9,0.221,0.541
Ray Allen,BOS,36.4,0.307,0.624
Raymond Felton,CHA,37.6,0.618,0.483
Reggie Evans,PHI,14.4,0.494,0.514
Renaldo Balkman,DEN,14.7,0.336,0.585
Richard Hamilton,DET,34.0,0.298,0.529
Richard Jefferson,MIL,35.8,0.339,0.554
Ricky Davis,LAC,21.8,0.253,0.445
Rob Kurz,GSW,11.0,0.157,0.513
Robin Lopez,PHX,10.2,0.437,0.566
Rodney Carney,MIN,17.9,0.205,0.532
Rodney Stuckey,DET,31.9,0.701,0.508
Roger Mason Jr.,SAS,30.4,0.361,0.554
Roko Ukic,TOR,12.4,0.821,0.43
Ronnie Brewer,UTA,32.2,0.259,0.565
Ronnie Price,UTA,14.2,0.532,0.465
Ronny Turiaf,GSW,21.5,0.231,0.559
Roy Hibbert,IND,14.4,0.444,0.51
Royal Ivey,PHI,12.1,0.232,0.465
Rudy Fernandez,POR,25.5,0.235,0.588
Rudy Gay,MEM,37.3,0.593,0.528
Russell Westbrook,OKC,32.5,0.727,0.489
Ryan Anderson,NJN,19.9,0.244,0.532
Ryan Gomes,MIN,31.9,0.288,0.518
Samuel Dalembert,PHI,24.8,0.329,0.535
Sasha Pavlovic,CLE,16.0,0.345,0.51
Sasha Vujacic,LAL,16.2,0.181,0.531
Sean Marks,NOH,14.0,0.188,0.521
Sean Williams,NJN,11.1,0.533,0.465
Sebastian Telfair,MIN,27.9,0.689,0.481
Sergio Rodriguez,POR,15.3,0.713,0.491
Shane Battier,HOU,33.9,0.172,0.568
Shaquille O'Neal,PHX,30.0,0.406,0.623
Shawn Marion,TOR,35.8,0.34,0.522
Shelden Williams,MIN,11.4,0.3,0.503
Solomon Jones,ATL,10.7,0.328,0.655
Spencer Hawes,SAC,29.3,0.375,0.509
Stephen Graham,IND,13.2,0.33,0.498
Stephen Jackson,GSW,39.6,0.639,0.53
Steve Blake,POR,31.7,0.339,0.557
Steve Nash,PHX,33.6,0.829,0.615
Steve Novak,LAC,16.4,0.08,0.606
T.J. Ford,IND,30.5,0.785,0.533
Tayshaun Prince,DET,37.3,0.479,0.516
Thabo Sefolosha,OKC,22.0,0.296,0.5
Thaddeus Young,PHI,34.4,0.364,0.549
Theo Ratliff,PHI,12.6,0.471,0.56
Tim Duncan,SAS,33.7,0.475,0.549
Tim Thomas,CHI,19.5,0.296,0.555
Tony Allen,BOS,19.3,0.46,0.541
Tony Battie,ORL,15.6,0.285,0.518
Tony Parker,SAS,34.1,0.754,0.556
Tracy McGrady,HOU,33.8,0.569,0.492
Travis Diener,IND,13.1,0.568,0.555
Travis Outlaw,POR,27.7,0.392,0.541
Trenton Hassell,NJN,20.7,0.291,0.48
Trevor Ariza,LAL,24.4,0.365,0.544
Troy Murphy,IND,34.0,0.266,0.614
Tyronn Lue,ORL,11.8,0.577,0.537
Tyrus Thomas,CHI,27.5,0.321,0.525
Tyson Chandler,NOH,32.1,0.281,0.581
Udonis Haslem,MIA,34.1,0.162,0.553
Vince Carter,NJN,36.8,0.59,0.545
Vladimir Radmanovic,CHA,18.5,0.189,0.549
Von Wafer,HOU,19.4,0.41,0.541
Wally Szczerbiak,CLE,20.6,0.318,0.581
Walter Herrmann,DET,10.7,0.159,0.514
Will Bynum,DET,14.1,0.763,0.52
Will Solomon,SAC,13.4,0.638,0.506
Willie Green,PHI,22.6,0.283,0.493
Wilson Chandler,NYK,33.4,0.435,0.515
Yakhouba Diawara,MIA,13.5,0.145,0.473
Yao Ming,HOU,33.6,0.42,0.618
Yi Jianlian,NJN,23.3,0.194,0.474
Zach Randolph,LAC,35.1,0.429,0.531
Zaza Pachulia,ATL,19.1,0.39,0.571
Zydrunas Ilgauskas,CLE,27.2,0.289,0.523
