name,team,min,uast,ts
Darrell Arthur,DEN,21.7,0.172,0.514
Darren Collison,SAC,30.0,0.557,0.591
Darrun Hilliard,DET,10.1,0.404,0.511
David Lee,DAL,16.4,0.326,0.568
David West,SAS,18.0,0.213,0.573
DeAndre Jordan,LAC,33.7,0.218,0.628
DeMar DeRozan,TOR,35.9,0.704,0.55
DeMarcus Cousins,SAC,34.6,0.398,0.538
Dennis Schroder,ATL,20.3,0.653,0.51
Deron Williams,DAL,32.4,0.589,0.53
Derrick Favors,UTA,32.0,0.354,0.551
Derrick Rose,CHI,31.8,0.709,0.479
Derrick Williams,NYK,17.9,0.358,0.55
Devin Booker,PHX,27.7,0.455,0.535
Devin Harris,DAL,20.0,0.389,0.559
Dewayne Dedmon,ORL,12.2,0.222,0.606
Dion Waiters,OKC,27.6,0.521,0.492
Dirk Nowitzki,DAL,31.5,0.279,0.555
Donald Sloan,BKN,21.6,0.552,0.536
Donatas Motiejunas,HOU,14.8,0.233,0.504
Doug McDermott,CHI,23.0,0.158,0.561
Draymond Green,GSW,34.7,0.297,0.587
Dwight Howard,HOU,32.1,0.29,0.604
Dwight Powell,DAL,14.4,0.11,0.557
Dwyane Wade,MIA,30.5,0.717,0.517
E'Twaun Moore,CHI,21.4,0.444,0.548
Ed Davis,POR,20.8,0.417,0.616
Elfrid Payton,ORL,29.4,0.654,0.478
Emmanuel Mudiay,DEN,30.4,0.614,0.437
Enes Kanter,OKC,21.0,0.396,0.626
Eric Bledsoe,PHX,34.2,0.785,0.557
Eric Gordon,NOP,32.9,0.359,0.565
Ersan Ilyasova,ORL,25.4,0.261,0.526
Evan Fournier,ORL,32.5,0.385,0.587
Evan Turner,BOS,28.0,0.659,0.513
Festus Ezeli,GSW,16.7,0.184,0.559
Frank Kaminsky,CHA,21.1,0.293,0.513
Garrett Temple,WAS,24.4,0.264,0.52
Gary Harris,DEN,32.1,0.281,0.566
Gary Neal,WAS,20.2,0.477,0.558
George Hill,IND,34.1,0.472,0.555
Gerald Green,MIA,22.6,0.326,0.491
Gerald Henderson,POR,19.9,0.405,0.526
Giannis Antetokounmpo,MIL,35.3,0.497,0.566
Glenn Robinson III,IND,11.3,0.308,0.508
Goran Dragic,MIA,32.8,0.671,0.537
Gordon Hayward,UTA,36.2,0.547,0.559
Gorgui Dieng,MIN,27.1,0.282,0.601
Greg Monroe,MIL,29.3,0.43,0.562
Harrison Barnes,GSW,30.9,0.268,0.559
Hassan Whiteside,MIA,29.1,0.339,0.629
Hollis Thompson,PHI,28.0,0.174,0.525
Ian Mahinmi,IND,25.6,0.242,0.603
Iman Shumpert,CLE,24.4,0.316,0.475
Isaiah Canaan,PHI,25.5,0.358,0.528
Isaiah Thomas,BOS,32.2,0.575,0.562
Ish Smith,PHI,29.1,0.756,0.465
J.J. Barea,DAL,22.5,0.688,0.536
JJ Hickson,WAS,12.5,0.288,0.514
JJ Redick,LAC,28.0,0.114,0.632
JR Smith,CLE,30.7,0.28,0.542
JaKarr Sampson,DEN,15.9,0.407,0.504
JaMychal Green,MEM,18.5,0.313,0.52
JaVale McGee,DAL,10.9,0.299,0.574
Jabari Parker,MIL,31.7,0.28,0.535
Jae Crowder,BOS,31.6,0.175,0.565
Jahlil Okafor,PHI,30.0,0.587,0.536
Jamal Crawford,LAC,26.9,0.594,0.529
Jameer Nelson,DEN,26.6,0.681,0.464
James Anderson,SAC,14.1,0.358,0.469
James Harden,HOU,38.1,0.706,0.598
James Johnson,TOR,16.2,0.544,0.532
Jared Dudley,WAS,25.9,0.073,0.602
Jared Sullinger,BOS,23.6,0.359,0.476
Jarrett Jack,BKN,32.1,0.743,0.505
Jason Smith,ORL,15.5,0.111,0.513
Jason Terry,HOU,17.5,0.291,0.54
Jeff Green,LAC,28.2,0.506,0.51
Jeff Teague,ATL,28.5,0.714,0.551
Jeff Withey,UTA,12.9,0.195,0.577
Jerami Grant,PHI,26.8,0.271,0.506
Jeremy Lamb,CHA,18.6,0.457,0.529
Jeremy Lin,CHA,26.3,0.533,0.534
Jerian Grant,NYK,16.6,0.61,0.479
Jerryd Bayless,MIL,28.9,0.33,0.568
Jimmy Butler,CHI,36.9,0.521,0.562
Joe Ingles,UTA,15.3,0.29,0.572
Joe Johnson,MIA,33.4,0.576,0.538
Joffrey Lauvergne,DEN,17.6,0.272,0.567
John Henson,MIL,16.8,0.244,0.58
John Jenkins,PHX,11.2,0.338,0.522
John Wall,WAS,36.2,0.713,0.51
Johnny O'Bryant III,MIL,13.0,0.267,0.441
Jon Leuer,PHX,18.7,0.321,0.555
Jonas Jerebko,BOS,15.1,0.195,0.531
Jonas Valanciunas,TOR,25.9,0.389,0.61
Jonathon Simmons,SAS,14.8,0.377,0.586
Jordan Clarkson,LAL,32.3,0.589,0.516
Jordan Hill,IND,20.7,0.439,0.534
Jose Calderon,NYK,28.1,0.469,0.571
Josh McRoberts,MIA,14.2,0.327,0.453
Josh Richardson,MIA,21.3,0.35,0.569
Josh Smith,HOU,16.0,0.283,0.439
Jrue Holiday,NOP,28.2,0.727,0.529
Julius Randle,LAL,28.2,0.542,0.482
Justin Anderson,DAL,11.8,0.408,0.522
Justin Holiday,CHI,14.6,0.193,0.489
Justise Winslow,MIA,28.6,0.354,0.489
Jusuf Nurkic,DEN,17.1,0.257,0.46
Karl-Anthony Towns,MIN,32.0,0.322,0.59
Kawhi Leonard,SAS,33.1,0.454,0.616
Kelly Olynyk,BOS,20.2,0.265,0.561
Kelly Oubre Jr.,WAS,10.7,0.344,0.507
Kemba Walker,CHA,35.6,0.678,0.554
Kendrick Perkins,NOP,14.6,0.15,0.529
Kenneth Faried,DEN,25.3,0.315,0.577
Kent Bazemore,ATL,27.8,0.331,0.551
Kentavious Caldwell-Pope,DET,36.7,0.417,0.521
Kevin Durant,OKC,35.8,0.45,0.634
Kevin Garnett,MIN,14.6,0.056,0.491
Kevin Love,CLE,31.5,0.249,0.553
Kevin Martin,SAS,19.9,0.333,0.52
Kevin Seraphin,NYK,11.0,0.393,0.435
Khris Middleton,MIL,36.1,0.45,0.56
Kirk Hinrich,ATL,13.7,0.429,0.504
Klay Thompson,GSW,33.3,0.19,0.597
Kobe Bryant,LAL,28.2,0.55,0.469
Kosta Koufos,SAC,19.0,0.254,0.54
Kris Humphries,ATL,15.7,0.174,0.517
Kristaps Porzingis,NYK,28.4,0.327,0.518
Kyle Anderson,SAS,16.0,0.471,0.528
Kyle Korver,ATL,30.0,0.071,0.577
Kyle Lowry,TOR,37.0,0.617,0.578
Kyle O'Quinn,NYK,11.8,0.364,0.52
Kyle Singler,OKC,14.4,0.174,0.481
Kyrie Irving,CLE,31.5,0.711,0.54
LaMarcus Aldridge,SAS,30.6,0.34,0.565
Lamar Patterson,ATL,11.3,0.179,0.468
Lance Stephenson,MEM,19.9,0.684,0.548
Lance Thomas,NYK,22.3,0.325,0.557
Langston Galloway,NYK,24.8,0.407,0.49
Larry Nance Jr.,LAL,20.1,0.259,0.544
Lavoy Allen,IND,20.2,0.309,0.532
LeBron James,CLE,35.6,0.596,0.588
Leandro Barbosa,GSW,15.9,0.251,0.545
Lou Williams,LAL,28.5,0.565,0.584
Luc Mbah a Moute,LAC,17.0,0.085,0.498
Luis Scola,TOR,21.5,0.305,0.523
Luke Babbitt,NOP,18.0,0.311,0.526
Luol Deng,MIA,32.4,0.28,0.549
Manu Ginobili,SAS,19.6,0.325,0.573
Marc Gasol,MEM,34.4,0.308,0.528
Marcelo Huertas,LAL,16.4,0.629,0.488
Marcin Gortat,WAS,30.1,0.206,0.592
Marco Belinelli,SAC,24.6,0.155,0.5
Marcus Morris,DET,35.7,0.5,0.531
Marcus Smart,BOS,27.3,0.495,0.463
Marcus Thornton,WAS,18.2,0.394,0.511
Mario Chalmers,MIA,22.5,0.654,0.561
Mario Hezonja,ORL,17.9,0.359,0.541
Markel Brown,BKN,15.8,0.378,0.5
Markieff Morris,WAS,25.5,0.338,0.489
Marreese Speights,GSW,11.6,0.178,0.506
Marvin Williams,CHA,28.9,0.228,0.585
Mason Plumlee,POR,25.4,0.311,0.564
Matt Barnes,MEM,28.8,0.227,0.503
Matthew Dellavedova,CLE,24.6,0.449,0.527
Maurice Harkless,POR,18.7,0.364,0.541
Metta World Peace,LAL,16.9,0.345,0.435
Meyers Leonard,POR,21.8,0.138,0.561
Michael Carter-Williams,MIL,30.5,0.618,0.498
Mike Conley,MEM,31.4,0.592,0.538
Mike Dunleavy,CHI,22.7,0.117,0.543
Mike Scott,ATL,15.3,0.108,0.575
Miles Plumlee,MIL,14.3,0.25,0.606
Mirza Teletovic,PHX,21.3,0.235,0.571
Mo Williams,CLE,18.2,0.598,0.527
Monta Ellis,IND,33.8,0.679,0.504
Myles Turner,IND,22.8,0.201,0.531
Nemanja Bjelica,MIN,17.9,0.227,0.594
Nene,WAS,19.2,0.359,0.564
Nerlens Noel,PHI,29.3,0.33,0.544
Nick Collison,OKC,11.9,0.34,0.498
Nick Young,LAL,19.1,0.317,0.483
Nicolas Batum,CHA,35.0,0.438,0.546
Nik Stauskas,PHI,24.8,0.262,0.517
Nikola Jokic,DEN,21.7,0.371,0.582
Nikola Mirotic,CHI,24.9,0.165,0.564
Nikola Vucevic,ORL,31.3,0.39,0.531
Noah Vonleh,POR,15.0,0.427,0.471
Norman Powell,TOR,14.8,0.433,0.541
Norris Cole,NOP,26.6,0.638,0.465
O.J. Mayo,MIL,26.6,0.286,0.474
Omer Asik,NOP,17.3,0.288,0.551
Omri Casspi,SAC,27.3,0.268,0.587
Otto Porter Jr.,WAS,30.3,0.236,0.564
PJ Hairston,MEM,19.9,0.214,0.47
PJ Tucker,PHX,31.0,0.469,0.506
Pablo Prigioni,LAC,13.9,0.636,0.482
Patrick Beverley,HOU,28.7,0.415,0.553
Patrick Patterson,TOR,25.6,0.245,0.534
Patty Mills,SAS,20.5,0.369,0.541
Pau Gasol,CHI,31.8,0.317,0.529
Paul George,IND,34.8,0.545,0.557
Paul Millsap,ATL,32.7,0.307,0.556
Paul Pierce,LAC,18.1,0.264,0.489
Quincy Acy,SAC,14.8,0.252,0.629
Rajon Rondo,SAC,35.2,0.718,0.506
Ramon Sessions,WAS,20.3,0.514,0.565
Randy Foye,OKC,20.3,0.55,0.461
Rashad Vaughn,MIL,14.3,0.099,0.398
Raul Neto,UTA,18.5,0.567,0.53
Ray McCallum,SAS,11.6,0.418,0.449
Raymond Felton,DAL,27.4,0.675,0.502
Reggie Bullock,DET,11.6,0.186,0.583
Reggie Jackson,DET,30.7,0.859,0.535
Richard Jefferson,CLE,17.9,0.175,0.585
Richaun Holmes,PHI,13.8,0.263,0.564
Ricky Rubio,MIN,30.6,0.553,0.529
Robert Covington,PHI,28.4,0.201,0.543
Robin Lopez,NYK,27.1,0.476,0.574
Rodney Hood,UTA,32.2,0.578,0.542
Rodney Stuckey,IND,22.0,0.546,0.504
Ronnie Price,PHX,19.5,0.457,0.517
Roy Hibbert,LAL,23.2,0.39,0.507
Rudy Gay,SAC,34.0,0.425,0.538
Rudy Gobert,UTA,31.7,0.374,0.582
Russell Westbrook,OKC,34.4,0.785,0.554
Ryan Anderson,NOP,30.4,0.395,0.546
Ryan Hollins,MEM,12.4,0.286,0.636
Ryan Kelly,LAL,13.1,0.255,0.44
Salah Mejri,DAL,11.7,0.245,0.636
Sasha Vujacic,NYK,14.9,0.179,0.503
Sean Kilpatrick,BKN,19.9,0.333,0.576
Serge Ibaka,OKC,32.1,0.142,0.533
Seth Curry,SAC,15.7,0.402,0.603
Shabazz Muhammad,MIN,20.5,0.331,0.548
Shabazz Napier,ORL,10.9,0.574,0.46
Shane Larkin,BKN,22.4,0.617,0.515
Shaun Livingston,GSW,19.5,0.522,0.581
Shelvin Mack,UTA,20.3,0.626,0.507
Solomon Hill,IND,14.7,0.376,0.543
Sonny Weems,PHX,11.6,0.238,0.459
Spencer Hawes,CHA,18.2,0.266,0.508
Stanley Johnson,DET,23.1,0.502,0.46
Stephen Curry,GSW,34.2,0.534,0.669
Steve Blake,DET,17.0,0.516,0.51
Steven Adams,OKC,25.2,0.238,0.621
T.J. McConnell,PHI,19.8,0.743,0.511
TJ Warren,PHX,22.8,0.312,0.549
Taj Gibson,CHI,26.5,0.357,0.556
Tarik Black,LAL,12.7,0.263,0.537
Tayshaun Prince,MIN,19.0,0.245,0.466
Terrence Jones,HOU,20.9,0.253,0.519
Terrence Ross,TOR,23.9,0.259,0.551
Thabo Sefolosha,ATL,23.4,0.239,0.579
Thaddeus Young,BKN,33.0,0.438,0.533
Thomas Robinson,BKN,12.9,0.469,0.453
Tiago Splitter,ATL,16.1,0.247,0.571
Tim Duncan,SAS,25.2,0.316,0.523
Tim Frazier,NOP,14.5,0.667,0.499
Tim Hardaway Jr.,ATL,16.9,0.202,0.563
Timofey Mozgov,CLE,17.4,0.148,0.593
Tobias Harris,DET,33.1,0.367,0.56
Toney Douglas,NOP,20.7,0.481,0.543
Tony Allen,MEM,25.3,0.395,0.505
Tony Parker,SAS,27.5,0.68,0.546
Tony Snell,CHI,20.3,0.325,0.478
Trevor Ariza,HOU,35.3,0.238,0.551
Trevor Booker,UTA,20.7,0.379,0.533
Trey Burke,UTA,21.3,0.599,0.507
Trey Lyles,UTA,17.3,0.319,0.517
Tristan Thompson,CLE,27.7,0.3,0.611
Troy Daniels,CHA,11.1,0.09,0.634
Ty Lawson,IND,21.4,0.633,0.476
Tyler Ennis,MIL,14.2,0.56,0.51
Tyler Johnson,MIA,24.0,0.424,0.579
Tyler Zeller,BOS,11.8,0.217,0.539
Tyson Chandler,PHX,24.5,0.333,0.606
Tyus Jones,MIN,15.5,0.625,0.45
Victor Oladipo,ORL,33.0,0.515,0.534
Vince Carter,MEM,16.8,0.331,0.52
Wayne Ellington,BKN,21.3,0.298,0.498
Wesley Johnson,LAC,20.8,0.072,0.513
Wesley Matthews,DAL,33.9,0.317,0.532
Will Barton,DEN,28.7,0.508,0.535
Willie Cauley-Stein,SAC,21.4,0.241,0.588
Willie Reed,BKN,10.9,0.316,0.579
Zach LaVine,MIN,28.0,0.492,0.548
Zach Randolph,MEM,29.7,0.517,0.519
Zaza Pachulia,DAL,26.4,0.32,0.55
