name,team,min,uast,ts
Jusuf Nurkic,POR,21.4,0.395,0.528
KJ McDaniels,BKN,10.3,0.351,0.555
Karl-Anthony Towns,MIN,37.0,0.358,0.618
Kawhi Leonard,SAS,33.4,0.524,0.61
Kelly Olynyk,BOS,20.5,0.219,0.603
Kelly Oubre Jr.,WAS,20.3,0.328,0.516
Kemba Walker,CHA,34.7,0.683,0.569
Kenneth Faried,DEN,21.2,0.373,0.588
Kent Bazemore,ATL,26.9,0.376,0.504
Kentavious Caldwell-Pope,DET,33.3,0.368,0.519
Kevin Durant,GSW,33.4,0.383,0.651
Kevin Love,CLE,31.4,0.278,0.573
Kevin Seraphin,IND,11.4,0.339,0.559
Klay Thompson,GSW,34.0,0.165,0.592
Kosta Koufos,SAC,20.0,0.273,0.56
Kris Dunn,MIN,17.1,0.644,0.432
Kris Humphries,ATL,12.3,0.253,0.514
Kristaps Porzingis,NYK,32.8,0.253,0.546
Kyle Anderson,SAS,14.2,0.355,0.525
Kyle Korver,CLE,26.2,0.046,0.635
Kyle Lowry,TOR,37.4,0.683,0.623
Kyle O'Quinn,NYK,15.6,0.335,0.552
Kyle Singler,OKC,12.0,0.294,0.486
Kyrie Irving,CLE,35.1,0.696,0.58
LaMarcus Aldridge,SAS,32.4,0.406,0.532
Lance Thomas,NYK,21.0,0.351,0.516
Langston Galloway,SAC,20.2,0.275,0.51
Larry Nance Jr.,LAL,22.9,0.232,0.567
Lavoy Allen,IND,14.3,0.26,0.485
LeBron James,CLE,37.8,0.622,0.619
Leandro Barbosa,PHX,14.4,0.57,0.509
Lou Williams,HOU,24.6,0.619,0.593
Luc Mbah a Moute,LAC,22.3,0.152,0.581
Lucas Nogueira,TOR,19.1,0.214,0.682
Luis Scola,BKN,12.8,0.465,0.55
Luke Babbitt,MIA,15.7,0.115,0.563
Luol Deng,LAL,26.5,0.335,0.47
Malcolm Brogdon,MIL,26.4,0.455,0.555
Malcolm Delaney,ATL,17.1,0.648,0.456
Manu Ginobili,SAS,18.7,0.374,0.532
Marc Gasol,MEM,34.2,0.35,0.554
Marcin Gortat,WAS,31.2,0.29,0.593
Marco Belinelli,CHA,24.0,0.254,0.566
Marcus Morris,DET,32.5,0.47,0.508
Marcus Smart,BOS,30.4,0.413,0.486
Marcus Thornton,WAS,17.4,0.429,0.494
Mario Hezonja,ORL,14.8,0.368,0.45
Markieff Morris,WAS,31.2,0.337,0.54
Marquese Chriss,PHX,21.3,0.261,0.529
Marreese Speights,LAC,15.7,0.201,0.584
Marvin Williams,CHA,30.2,0.175,0.551
Mason Plumlee,DEN,26.5,0.281,0.558
Matt Barnes,GSW,24.0,0.184,0.514
Matthew Dellavedova,MIL,26.1,0.481,0.501
Maurice Harkless,POR,28.9,0.293,0.57
Maurice Ndour,NYK,10.4,0.256,0.503
Meyers Leonard,POR,16.5,0.123,0.507
Michael Beasley,MIL,16.7,0.417,0.584
Michael Carter-Williams,CHI,18.8,0.509,0.437
Michael Kidd-Gilchrist,CHA,29.0,0.292,0.528
Mike Conley,MEM,33.2,0.625,0.604
Mike Dunleavy,ATL,15.9,0.118,0.573
Mike Muscala,ATL,17.7,0.112,0.596
Miles Plumlee,CHA,10.8,0.136,0.518
Mindaugas Kuzminskas,NYK,14.9,0.278,0.533
Mirza Teletovic,MIL,16.2,0.103,0.515
Monta Ellis,IND,27.0,0.579,0.514
Montrezl Harrell,HOU,18.3,0.213,0.662
Myles Turner,IND,31.4,0.173,0.585
Nemanja Bjelica,MIN,18.3,0.311,0.526
Nene,HOU,17.9,0.159,0.63
Nerlens Noel,DAL,20.5,0.255,0.622
Nick Young,LAL,25.9,0.228,0.588
Nicolas Batum,CHA,34.0,0.402,0.529
Nik Stauskas,PHI,27.3,0.339,0.54
Nikola Jokic,DEN,27.9,0.401,0.64
Nikola Mirotic,CHI,24.0,0.171,0.546
Nikola Vucevic,ORL,28.8,0.364,0.498
Noah Vonleh,POR,17.1,0.4,0.525
Norman Powell,TOR,18.0,0.568,0.552
Okaro White,MIA,13.5,0.182,0.507
Omer Asik,NOP,15.6,0.29,0.517
Omri Casspi,MIN,17.8,0.221,0.526
Otto Porter Jr.,WAS,32.6,0.227,0.628
PJ Tucker,TOR,27.6,0.357,0.516
Pascal Siakam,TOR,15.6,0.33,0.523
Patrick Beverley,HOU,30.7,0.443,0.546
Patrick McCaw,GSW,15.1,0.198,0.54
Patrick Patterson,TOR,24.6,0.201,0.542
Patty Mills,SAS,21.9,0.308,0.578
Pau Gasol,SAS,25.4,0.271,0.578
Paul George,IND,35.9,0.487,0.587
Paul Millsap,ATL,34.0,0.374,0.542
Paul Zipser,CHI,19.2,0.114,0.503
Quincy Acy,BKN,14.7,0.143,0.565
Rajon Rondo,CHI,26.7,0.598,0.461
Ramon Sessions,CHA,16.2,0.51,0.495
Randy Foye,BKN,18.6,0.458,0.506
Rashad Vaughn,MIL,11.2,0.246,0.449
Raymond Felton,LAC,21.2,0.652,0.496
Reggie Bullock,DET,15.1,0.111,0.538
Reggie Jackson,DET,27.4,0.838,0.51
Richard Jefferson,CLE,20.4,0.157,0.574
Richaun Holmes,PHI,20.9,0.178,0.611
Ricky Rubio,MIN,32.9,0.575,0.539
Robert Covington,PHI,31.6,0.212,0.534
Robin Lopez,CHI,28.0,0.319,0.511
Rodney Hood,UTA,27.0,0.518,0.522
Rodney McGruder,MIA,25.2,0.332,0.506
Rodney Stuckey,IND,17.9,0.692,0.483
Ron Baker,NYK,16.5,0.488,0.456
Rondae Hollis-Jefferson,BKN,22.6,0.455,0.517
Roy Hibbert,DEN,14.2,0.35,0.614
Rudy Gobert,UTA,33.9,0.259,0.681
Russell Westbrook,OKC,34.6,0.812,0.554
Ryan Anderson,HOU,29.4,0.245,0.583
Salah Mejri,DAL,12.4,0.295,0.65
Sam Dekker,HOU,18.4,0.202,0.549
Sean Kilpatrick,BKN,25.1,0.456,0.546
Semaj Christon,OKC,15.2,0.61,0.387
Serge Ibaka,TOR,30.7,0.251,0.566
Sergio Rodriguez,PHI,22.3,0.643,0.484
Seth Curry,DAL,29.0,0.562,0.601
Shabazz Muhammad,MIN,19.4,0.274,0.566
Shaun Livingston,GSW,17.7,0.486,0.568
Shelvin Mack,UTA,21.9,0.612,0.518
Skal Labissiere,SAC,18.5,0.385,0.577
Solomon Hill,NOP,29.7,0.317,0.527
Spencer Dinwiddie,BKN,22.6,0.679,0.581
Spencer Hawes,MIL,14.8,0.149,0.562
Stanley Johnson,DET,17.8,0.45,0.436
Stephen Curry,GSW,33.4,0.477,0.624
Steven Adams,OKC,29.9,0.332,0.589
T.J. McConnell,PHI,26.3,0.725,0.504
TJ Warren,PHX,31.0,0.439,0.539
Taj Gibson,OKC,25.5,0.342,0.543
Tarik Black,LAL,16.3,0.32,0.56
Taurean Prince,ATL,16.6,0.298,0.513
Terrence Jones,MIL,23.5,0.329,0.515
Terrence Ross,ORL,25.1,0.337,0.55
Terry Rozier,BOS,17.1,0.49,0.466
Thabo Sefolosha,ATL,25.7,0.282,0.519
Thaddeus Young,IND,30.2,0.24,0.562
Thomas Robinson,LAL,11.7,0.533,0.535
Tim Frazier,NOP,23.5,0.644,0.504
Tim Hardaway Jr.,ATL,27.3,0.289,0.568
Timofey Mozgov,LAL,20.4,0.254,0.553
Timothe Luwawu-Cabarrot,PHI,17.2,0.234,0.536
Tobias Harris,DET,31.3,0.393,0.568
Tomas Satoransky,WAS,12.6,0.508,0.477
Tony Allen,MEM,27.0,0.423,0.493
Tony Parker,SAS,25.2,0.687,0.514
Tony Snell,MIL,29.2,0.146,0.603
Trevor Ariza,HOU,34.7,0.184,0.548
Trevor Booker,BKN,24.7,0.518,0.554
Trey Burke,WAS,12.3,0.629,0.532
Trey Lyles,UTA,16.3,0.371,0.464
Tristan Thompson,CLE,30.0,0.29,0.594
Troy Daniels,MEM,17.7,0.2,0.531
Ty Lawson,SAC,25.1,0.73,0.551
Tyler Ennis,LAL,11.1,0.756,0.521
Tyler Johnson,MIA,29.8,0.417,0.535
Tyler Ulis,PHX,18.4,0.842,0.474
Tyler Zeller,BOS,10.3,0.154,0.508
Tyreke Evans,SAC,19.7,0.7,0.501
Tyson Chandler,PHX,27.6,0.379,0.703
Tyus Jones,MIN,12.9,0.467,0.523
Victor Oladipo,OKC,33.2,0.432,0.534
Vince Carter,MEM,24.7,0.295,0.542
Wade Baldwin IV,MEM,12.3,0.694,0.404
Wayne Ellington,MIA,24.2,0.13,0.565
Wesley Johnson,LAC,11.9,0.137,0.448
Wesley Matthews,DAL,34.2,0.42,0.533
Will Barton,DEN,28.4,0.539,0.547
Willie Cauley-Stein,SAC,18.9,0.275,0.558
Willie Reed,MIA,14.5,0.364,0.578
Willy Hernangomez,NYK,18.4,0.386,0.564
Wilson Chandler,DEN,30.9,0.397,0.545
Yogi Ferrell,DAL,26.0,0.644,0.533
Zach LaVine,MIN,37.2,0.405,0.576
Zach Randolph,MEM,24.5,0.497,0.49
Zaza Pachulia,GSW,18.1,0.195,0.588
